subject_id,story,social_interaction,more,equal,less,understood,pass_attention
55b6a2e5fdf99b350d57360e,coffee,no_interaction,2,5,2,yes,True
55b6a2e5fdf99b350d57360e,gifts,no_interaction,2,4,2,yes,True
55b6a2e5fdf99b350d57360e,concerts,precedent,4,2,2,yes,True
55b6a2e5fdf99b350d57360e,conversation,no_interaction,1,5,1,yes,True
55b6a2e5fdf99b350d57360e,fundraising,no_interaction,3,5,3,yes,True
55b6a2e5fdf99b350d57360e,meeting prep,reciprocity,1,5,1,yes,True
55b6a2e5fdf99b350d57360e,meeting location,reciprocity,2,5,2,yes,True
55b6a2e5fdf99b350d57360e,group project,reciprocity,2,5,2,yes,True
55b6a2e5fdf99b350d57360e,restaurant,reciprocity,1,5,1,yes,True
55b6a2e5fdf99b350d57360e,scheduling,no_interaction,3,3,3,yes,True
55b6a2e5fdf99b350d57360e,weekend,reciprocity,1,5,1,yes,True
55b6a2e5fdf99b350d57360e,police,precedent,1,1,5,yes,True
55b6a2e5fdf99b350d57360e,babysitting,no_interaction,1,5,1,yes,True
55b6a2e5fdf99b350d57360e,housemates,precedent,2,2,4,yes,True
55b6a2e5fdf99b350d57360e,feedback,precedent,4,2,2,yes,True
55b6a2e5fdf99b350d57360e,groceries,reciprocity,1,5,1,yes,True
55b6a2e5fdf99b350d57360e,architects,precedent,3,4,3,yes,True
55b6a2e5fdf99b350d57360e,family meals,precedent,4,2,2,yes,True
570fa0905edc8f000fe73c4a,fundraising,reciprocity,1,5,1,yes,True
570fa0905edc8f000fe73c4a,meeting location,reciprocity,1,5,1,yes,True
570fa0905edc8f000fe73c4a,coffee,precedent,4,5,2,yes,True
570fa0905edc8f000fe73c4a,conversation,no_interaction,3,5,3,yes,True
570fa0905edc8f000fe73c4a,meeting prep,precedent,5,3,1,yes,True
570fa0905edc8f000fe73c4a,group project,no_interaction,1,5,1,yes,True
570fa0905edc8f000fe73c4a,groceries,reciprocity,1,5,1,yes,True
570fa0905edc8f000fe73c4a,scheduling,no_interaction,1,3,1,yes,True
570fa0905edc8f000fe73c4a,police,precedent,5,4,1,yes,True
570fa0905edc8f000fe73c4a,housemates,no_interaction,2,4,2,yes,True
570fa0905edc8f000fe73c4a,concerts,no_interaction,1,3,1,yes,True
570fa0905edc8f000fe73c4a,gifts,reciprocity,1,5,1,yes,True
570fa0905edc8f000fe73c4a,architects,precedent,3,4,2,yes,True
570fa0905edc8f000fe73c4a,restaurant,reciprocity,1,5,1,yes,True
570fa0905edc8f000fe73c4a,feedback,precedent,1,4,1,yes,True
570fa0905edc8f000fe73c4a,babysitting,no_interaction,1,5,1,yes,True
570fa0905edc8f000fe73c4a,weekend,reciprocity,1,5,1,yes,True
570fa0905edc8f000fe73c4a,family meals,precedent,5,4,1,yes,True
57445a313fdc690010095688,police,reciprocity,1,5,1,yes,True
57445a313fdc690010095688,fundraising,precedent,5,4,1,yes,True
57445a313fdc690010095688,gifts,reciprocity,1,5,1,yes,True
57445a313fdc690010095688,group project,reciprocity,1,6,1,yes,True
57445a313fdc690010095688,meeting prep,no_interaction,1,5,1,yes,True
57445a313fdc690010095688,coffee,precedent,1,1,5,yes,True
57445a313fdc690010095688,meeting location,reciprocity,1,5,1,yes,True
57445a313fdc690010095688,restaurant,no_interaction,3,3,3,yes,True
57445a313fdc690010095688,conversation,reciprocity,2,5,2,yes,True
57445a313fdc690010095688,family meals,precedent,5,2,1,yes,True
57445a313fdc690010095688,concerts,reciprocity,0,6,0,yes,True
57445a313fdc690010095688,babysitting,no_interaction,3,3,3,yes,True
57445a313fdc690010095688,feedback,no_interaction,3,3,3,yes,True
57445a313fdc690010095688,scheduling,no_interaction,3,3,3,yes,True
57445a313fdc690010095688,weekend,precedent,1,1,5,yes,True
57445a313fdc690010095688,architects,precedent,3,3,3,yes,True
57445a313fdc690010095688,groceries,no_interaction,3,3,3,yes,True
57445a313fdc690010095688,housemates,precedent,3,3,3,yes,True
578bcb2c09fb91000133750e,weekend,reciprocity,0,6,0,yes,True
578bcb2c09fb91000133750e,meeting location,precedent,0,0,6,yes,True
578bcb2c09fb91000133750e,family meals,no_interaction,1,5,1,yes,True
578bcb2c09fb91000133750e,group project,no_interaction,1,5,1,yes,True
578bcb2c09fb91000133750e,scheduling,precedent,0,1,5,yes,True
578bcb2c09fb91000133750e,feedback,precedent,4,2,1,yes,True
578bcb2c09fb91000133750e,fundraising,reciprocity,0,6,0,yes,True
578bcb2c09fb91000133750e,babysitting,precedent,1,1,5,yes,True
578bcb2c09fb91000133750e,coffee,reciprocity,0,6,0,yes,True
578bcb2c09fb91000133750e,architects,reciprocity,1,5,1,yes,True
578bcb2c09fb91000133750e,meeting prep,precedent,6,1,0,yes,True
578bcb2c09fb91000133750e,conversation,no_interaction,2,5,2,yes,True
578bcb2c09fb91000133750e,housemates,reciprocity,0,5,0,yes,True
578bcb2c09fb91000133750e,restaurant,reciprocity,0,6,0,yes,True
578bcb2c09fb91000133750e,gifts,no_interaction,1,5,2,yes,True
578bcb2c09fb91000133750e,groceries,precedent,1,2,5,yes,True
578bcb2c09fb91000133750e,police,no_interaction,5,2,1,yes,True
578bcb2c09fb91000133750e,concerts,no_interaction,1,5,1,yes,True
5a08c9a7f2e3460001edb063,police,precedent,1,3,4,yes,True
5a08c9a7f2e3460001edb063,housemates,reciprocity,3,4,3,yes,True
5a08c9a7f2e3460001edb063,fundraising,reciprocity,1,5,1,yes,True
5a08c9a7f2e3460001edb063,meeting prep,precedent,2,3,4,yes,True
5a08c9a7f2e3460001edb063,babysitting,no_interaction,1,2,1,yes,True
5a08c9a7f2e3460001edb063,scheduling,no_interaction,1,2,1,yes,True
5a08c9a7f2e3460001edb063,group project,no_interaction,2,4,2,yes,True
5a08c9a7f2e3460001edb063,gifts,reciprocity,1,5,1,yes,True
5a08c9a7f2e3460001edb063,meeting location,reciprocity,2,4,2,yes,True
5a08c9a7f2e3460001edb063,architects,precedent,3,3,3,yes,True
5a08c9a7f2e3460001edb063,concerts,no_interaction,1,3,1,yes,True
5a08c9a7f2e3460001edb063,family meals,precedent,2,3,4,yes,True
5a08c9a7f2e3460001edb063,restaurant,precedent,1,2,5,yes,True
5a08c9a7f2e3460001edb063,weekend,reciprocity,2,4,2,yes,True
5a08c9a7f2e3460001edb063,coffee,precedent,2,3,4,yes,True
5a08c9a7f2e3460001edb063,conversation,no_interaction,2,4,2,yes,True
5a08c9a7f2e3460001edb063,groceries,reciprocity,2,5,2,yes,True
5a08c9a7f2e3460001edb063,feedback,no_interaction,2,4,2,yes,True
5a2170527413810001521c19,feedback,reciprocity,1,5,1,yes,True
5a2170527413810001521c19,concerts,precedent,3,4,1,yes,True
5a2170527413810001521c19,housemates,precedent,2,3,4,yes,True
5a2170527413810001521c19,meeting location,no_interaction,1,5,1,yes,True
5a2170527413810001521c19,meeting prep,no_interaction,1,6,1,yes,True
5a2170527413810001521c19,architects,reciprocity,0,6,0,yes,True
5a2170527413810001521c19,scheduling,precedent,4,4,4,yes,True
5a2170527413810001521c19,groceries,precedent,1,4,1,yes,True
5a2170527413810001521c19,group project,precedent,4,2,2,yes,True
5a2170527413810001521c19,fundraising,precedent,3,3,3,yes,True
5a2170527413810001521c19,coffee,no_interaction,0,6,0,yes,True
5a2170527413810001521c19,family meals,reciprocity,0,6,0,yes,True
5a2170527413810001521c19,police,reciprocity,0,6,0,yes,True
5a2170527413810001521c19,restaurant,no_interaction,0,6,0,yes,True
5a2170527413810001521c19,babysitting,reciprocity,0,6,0,yes,True
5a2170527413810001521c19,gifts,no_interaction,1,5,1,yes,True
5a2170527413810001521c19,conversation,reciprocity,1,6,1,yes,True
5a2170527413810001521c19,weekend,no_interaction,3,3,3,yes,True
5b6194251f52240001679001,restaurant,precedent,1,2,4,yes,True
5b6194251f52240001679001,meeting prep,precedent,1,2,5,yes,True
5b6194251f52240001679001,fundraising,reciprocity,1,6,1,yes,True
5b6194251f52240001679001,scheduling,reciprocity,1,6,1,yes,True
5b6194251f52240001679001,meeting location,precedent,2,4,4,yes,True
5b6194251f52240001679001,group project,precedent,5,2,1,yes,True
5b6194251f52240001679001,coffee,no_interaction,2,4,2,yes,True
5b6194251f52240001679001,babysitting,reciprocity,1,5,1,yes,True
5b6194251f52240001679001,weekend,reciprocity,2,4,2,yes,True
5b6194251f52240001679001,feedback,precedent,5,2,1,yes,True
5b6194251f52240001679001,groceries,reciprocity,1,5,1,yes,True
5b6194251f52240001679001,architects,precedent,4,4,1,yes,True
5b6194251f52240001679001,housemates,no_interaction,1,5,1,yes,True
5b6194251f52240001679001,concerts,no_interaction,0,6,0,yes,True
5b6194251f52240001679001,police,no_interaction,5,1,1,yes,True
5b6194251f52240001679001,gifts,no_interaction,1,5,1,yes,True
5b6194251f52240001679001,family meals,no_interaction,0,6,0,yes,True
5b6194251f52240001679001,conversation,reciprocity,2,4,2,yes,True
5b824fb6cc06660001a302d4,weekend,no_interaction,3,5,3,yes,True
5b824fb6cc06660001a302d4,concerts,reciprocity,1,5,1,yes,True
5b824fb6cc06660001a302d4,architects,no_interaction,1,5,1,yes,True
5b824fb6cc06660001a302d4,scheduling,no_interaction,3,3,3,yes,True
5b824fb6cc06660001a302d4,feedback,no_interaction,1,5,1,yes,True
5b824fb6cc06660001a302d4,police,precedent,4,2,1,yes,True
5b824fb6cc06660001a302d4,groceries,reciprocity,1,5,1,yes,True
5b824fb6cc06660001a302d4,conversation,reciprocity,1,5,1,yes,True
5b824fb6cc06660001a302d4,coffee,precedent,4,2,2,yes,True
5b824fb6cc06660001a302d4,gifts,precedent,4,2,2,yes,True
5b824fb6cc06660001a302d4,fundraising,precedent,4,2,2,yes,True
5b824fb6cc06660001a302d4,group project,reciprocity,1,5,1,yes,True
5b824fb6cc06660001a302d4,babysitting,no_interaction,3,5,3,yes,True
5b824fb6cc06660001a302d4,housemates,precedent,2,2,4,yes,True
5b824fb6cc06660001a302d4,meeting prep,reciprocity,1,5,1,yes,True
5b824fb6cc06660001a302d4,restaurant,no_interaction,1,5,1,yes,True
5b824fb6cc06660001a302d4,family meals,precedent,3,3,3,yes,True
5b824fb6cc06660001a302d4,meeting location,reciprocity,3,4,3,yes,True
5bef64b373e44f0001092811,meeting location,reciprocity,3,3,3,yes,True
5bef64b373e44f0001092811,housemates,reciprocity,3,3,3,yes,True
5bef64b373e44f0001092811,coffee,precedent,2,2,4,yes,True
5bef64b373e44f0001092811,gifts,precedent,2,2,5,yes,True
5bef64b373e44f0001092811,family meals,no_interaction,3,3,3,yes,True
5bef64b373e44f0001092811,groceries,reciprocity,3,3,3,yes,True
5bef64b373e44f0001092811,police,precedent,0,0,6,yes,True
5bef64b373e44f0001092811,conversation,no_interaction,3,3,4,yes,True
5bef64b373e44f0001092811,weekend,precedent,3,3,3,yes,True
5bef64b373e44f0001092811,architects,no_interaction,3,3,3,yes,True
5bef64b373e44f0001092811,meeting prep,precedent,2,2,4,yes,True
5bef64b373e44f0001092811,babysitting,no_interaction,3,2,3,yes,True
5bef64b373e44f0001092811,concerts,no_interaction,3,3,3,yes,True
5bef64b373e44f0001092811,fundraising,reciprocity,3,3,3,yes,True
5bef64b373e44f0001092811,restaurant,precedent,2,2,5,yes,True
5bef64b373e44f0001092811,group project,reciprocity,3,3,3,yes,True
5bef64b373e44f0001092811,scheduling,reciprocity,2,6,2,yes,True
5bef64b373e44f0001092811,feedback,no_interaction,3,5,3,yes,True
5bef830d1e78580001dc03f6,restaurant,reciprocity,2,6,2,yes,True
5bef830d1e78580001dc03f6,architects,reciprocity,1,6,1,yes,True
5bef830d1e78580001dc03f6,family meals,no_interaction,1,6,1,yes,True
5bef830d1e78580001dc03f6,babysitting,reciprocity,1,6,1,yes,True
5bef830d1e78580001dc03f6,groceries,precedent,1,1,4,yes,True
5bef830d1e78580001dc03f6,meeting prep,precedent,6,2,1,yes,True
5bef830d1e78580001dc03f6,group project,precedent,6,0,0,yes,True
5bef830d1e78580001dc03f6,fundraising,no_interaction,1,6,1,yes,True
5bef830d1e78580001dc03f6,weekend,reciprocity,1,5,1,yes,True
5bef830d1e78580001dc03f6,concerts,precedent,1,0,6,yes,True
5bef830d1e78580001dc03f6,gifts,no_interaction,1,6,1,yes,True
5bef830d1e78580001dc03f6,scheduling,reciprocity,0,6,0,yes,True
5bef830d1e78580001dc03f6,coffee,no_interaction,0,6,0,yes,True
5bef830d1e78580001dc03f6,meeting location,precedent,1,0,4,yes,True
5bef830d1e78580001dc03f6,conversation,precedent,1,2,5,yes,True
5bef830d1e78580001dc03f6,police,no_interaction,2,4,2,yes,True
5bef830d1e78580001dc03f6,feedback,reciprocity,0,6,0,yes,True
5bef830d1e78580001dc03f6,housemates,no_interaction,0,6,0,yes,True
5c1bc0ab84ff14000184c2ce,babysitting,reciprocity,2,5,2,yes,True
5c1bc0ab84ff14000184c2ce,fundraising,reciprocity,1,5,1,yes,True
5c1bc0ab84ff14000184c2ce,housemates,no_interaction,2,5,2,yes,True
5c1bc0ab84ff14000184c2ce,meeting prep,precedent,4,2,2,yes,True
5c1bc0ab84ff14000184c2ce,family meals,no_interaction,1,4,1,yes,True
5c1bc0ab84ff14000184c2ce,gifts,no_interaction,1,5,1,yes,True
5c1bc0ab84ff14000184c2ce,concerts,precedent,5,1,1,yes,True
5c1bc0ab84ff14000184c2ce,feedback,precedent,5,2,2,yes,True
5c1bc0ab84ff14000184c2ce,restaurant,reciprocity,1,5,1,yes,True
5c1bc0ab84ff14000184c2ce,weekend,reciprocity,1,5,1,yes,True
5c1bc0ab84ff14000184c2ce,conversation,no_interaction,1,5,1,yes,True
5c1bc0ab84ff14000184c2ce,police,no_interaction,1,2,5,yes,True
5c1bc0ab84ff14000184c2ce,meeting location,precedent,2,3,5,yes,True
5c1bc0ab84ff14000184c2ce,coffee,no_interaction,1,5,1,yes,True
5c1bc0ab84ff14000184c2ce,groceries,reciprocity,1,5,1,yes,True
5c1bc0ab84ff14000184c2ce,group project,precedent,6,0,0,yes,True
5c1bc0ab84ff14000184c2ce,architects,precedent,2,2,5,yes,True
5c1bc0ab84ff14000184c2ce,scheduling,reciprocity,2,5,2,yes,True
5c52016a3146f80001d47b26,scheduling,no_interaction,4,2,4,yes,True
5c52016a3146f80001d47b26,housemates,no_interaction,5,3,4,yes,True
5c52016a3146f80001d47b26,weekend,reciprocity,4,4,5,yes,True
5c52016a3146f80001d47b26,meeting location,reciprocity,4,5,4,yes,True
5c52016a3146f80001d47b26,police,precedent,2,2,5,yes,True
5c52016a3146f80001d47b26,architects,precedent,4,4,4,yes,True
5c52016a3146f80001d47b26,babysitting,precedent,2,4,5,yes,True
5c52016a3146f80001d47b26,feedback,precedent,2,4,5,yes,True
5c52016a3146f80001d47b26,gifts,reciprocity,3,4,3,yes,True
5c52016a3146f80001d47b26,concerts,no_interaction,2,4,2,yes,True
5c52016a3146f80001d47b26,coffee,precedent,3,3,5,yes,True
5c52016a3146f80001d47b26,group project,no_interaction,3,5,3,yes,True
5c52016a3146f80001d47b26,family meals,precedent,4,3,2,yes,True
5c52016a3146f80001d47b26,meeting prep,reciprocity,3,5,3,yes,True
5c52016a3146f80001d47b26,groceries,reciprocity,3,5,3,yes,True
5c52016a3146f80001d47b26,conversation,no_interaction,3,5,3,yes,True
5c52016a3146f80001d47b26,restaurant,reciprocity,2,4,2,yes,True
5c52016a3146f80001d47b26,fundraising,no_interaction,3,4,3,yes,True
5c92cda483617d0010bef1b8,concerts,reciprocity,1,4,1,yes,True
5c92cda483617d0010bef1b8,coffee,precedent,3,4,3,yes,True
5c92cda483617d0010bef1b8,groceries,no_interaction,1,4,1,yes,True
5c92cda483617d0010bef1b8,conversation,precedent,2,2,4,yes,True
5c92cda483617d0010bef1b8,scheduling,precedent,3,4,4,yes,True
5c92cda483617d0010bef1b8,weekend,no_interaction,1,5,1,yes,True
5c92cda483617d0010bef1b8,housemates,reciprocity,3,3,4,yes,True
5c92cda483617d0010bef1b8,police,reciprocity,2,5,2,yes,True
5c92cda483617d0010bef1b8,babysitting,precedent,3,2,5,yes,True
5c92cda483617d0010bef1b8,meeting prep,no_interaction,4,3,3,yes,True
5c92cda483617d0010bef1b8,fundraising,precedent,5,1,1,yes,True
5c92cda483617d0010bef1b8,meeting location,no_interaction,3,5,3,yes,True
5c92cda483617d0010bef1b8,gifts,precedent,5,1,3,yes,True
5c92cda483617d0010bef1b8,restaurant,no_interaction,3,4,3,yes,True
5c92cda483617d0010bef1b8,family meals,reciprocity,2,2,4,yes,True
5c92cda483617d0010bef1b8,group project,no_interaction,5,1,2,yes,True
5c92cda483617d0010bef1b8,architects,reciprocity,3,3,4,yes,True
5c92cda483617d0010bef1b8,feedback,reciprocity,1,5,1,yes,True
5d422e095a696a0019afa849,babysitting,reciprocity,1,5,1,yes,True
5d422e095a696a0019afa849,scheduling,reciprocity,1,5,1,yes,True
5d422e095a696a0019afa849,architects,reciprocity,1,5,1,yes,True
5d422e095a696a0019afa849,restaurant,reciprocity,1,5,1,yes,True
5d422e095a696a0019afa849,meeting prep,precedent,2,2,5,yes,True
5d422e095a696a0019afa849,groceries,precedent,1,4,1,yes,True
5d422e095a696a0019afa849,family meals,no_interaction,1,5,1,yes,True
5d422e095a696a0019afa849,coffee,no_interaction,3,5,3,yes,True
5d422e095a696a0019afa849,group project,precedent,4,2,1,yes,True
5d422e095a696a0019afa849,housemates,no_interaction,2,4,1,yes,True
5d422e095a696a0019afa849,police,no_interaction,2,4,4,yes,True
5d422e095a696a0019afa849,weekend,reciprocity,1,5,1,yes,True
5d422e095a696a0019afa849,gifts,no_interaction,1,5,1,yes,True
5d422e095a696a0019afa849,concerts,precedent,3,4,4,yes,True
5d422e095a696a0019afa849,conversation,no_interaction,2,4,2,yes,True
5d422e095a696a0019afa849,feedback,precedent,4,2,1,yes,True
5d422e095a696a0019afa849,meeting location,precedent,2,3,3,yes,True
5d422e095a696a0019afa849,fundraising,reciprocity,1,5,1,yes,True
5d548912e1c7130018e019dc,concerts,precedent,1,2,5,yes,True
5d548912e1c7130018e019dc,meeting prep,reciprocity,2,5,2,yes,True
5d548912e1c7130018e019dc,family meals,precedent,4,2,1,yes,True
5d548912e1c7130018e019dc,restaurant,reciprocity,3,5,3,yes,True
5d548912e1c7130018e019dc,scheduling,no_interaction,3,3,3,yes,True
5d548912e1c7130018e019dc,conversation,no_interaction,3,4,3,yes,True
5d548912e1c7130018e019dc,gifts,precedent,4,2,2,yes,True
5d548912e1c7130018e019dc,police,precedent,1,1,5,yes,True
5d548912e1c7130018e019dc,meeting location,reciprocity,2,4,2,yes,True
5d548912e1c7130018e019dc,group project,reciprocity,2,4,2,yes,True
5d548912e1c7130018e019dc,housemates,precedent,2,2,4,yes,True
5d548912e1c7130018e019dc,architects,reciprocity,2,4,2,yes,True
5d548912e1c7130018e019dc,coffee,precedent,4,2,2,yes,True
5d548912e1c7130018e019dc,groceries,no_interaction,1,3,1,yes,True
5d548912e1c7130018e019dc,weekend,no_interaction,1,3,1,yes,True
5d548912e1c7130018e019dc,babysitting,no_interaction,1,3,1,yes,True
5d548912e1c7130018e019dc,feedback,reciprocity,1,5,1,yes,True
5d548912e1c7130018e019dc,fundraising,no_interaction,1,3,1,yes,True
5d7fdfd7d8e176001983ffa2,scheduling,reciprocity,4,5,4,yes,True
5d7fdfd7d8e176001983ffa2,restaurant,precedent,4,4,5,yes,True
5d7fdfd7d8e176001983ffa2,babysitting,no_interaction,3,2,5,yes,True
5d7fdfd7d8e176001983ffa2,fundraising,reciprocity,4,3,5,yes,True
5d7fdfd7d8e176001983ffa2,weekend,precedent,4,4,5,yes,True
5d7fdfd7d8e176001983ffa2,architects,precedent,3,1,5,yes,True
5d7fdfd7d8e176001983ffa2,police,precedent,3,1,6,yes,True
5d7fdfd7d8e176001983ffa2,meeting location,reciprocity,3,1,4,yes,True
5d7fdfd7d8e176001983ffa2,gifts,reciprocity,3,3,5,yes,True
5d7fdfd7d8e176001983ffa2,group project,no_interaction,3,2,5,yes,True
5d7fdfd7d8e176001983ffa2,meeting prep,precedent,3,1,4,yes,True
5d7fdfd7d8e176001983ffa2,concerts,no_interaction,3,3,3,yes,True
5d7fdfd7d8e176001983ffa2,feedback,no_interaction,3,2,5,yes,True
5d7fdfd7d8e176001983ffa2,family meals,no_interaction,4,2,5,yes,True
5d7fdfd7d8e176001983ffa2,coffee,precedent,3,2,5,yes,True
5d7fdfd7d8e176001983ffa2,conversation,no_interaction,3,1,5,yes,True
5d7fdfd7d8e176001983ffa2,housemates,reciprocity,3,3,4,yes,True
5d7fdfd7d8e176001983ffa2,groceries,reciprocity,2,1,5,yes,True
5dd0749782569a156ed4f658,babysitting,precedent,2,2,4,yes,True
5dd0749782569a156ed4f658,meeting location,no_interaction,1,5,1,yes,True
5dd0749782569a156ed4f658,groceries,no_interaction,1,5,1,yes,True
5dd0749782569a156ed4f658,group project,precedent,6,1,0,yes,True
5dd0749782569a156ed4f658,fundraising,no_interaction,1,5,1,yes,True
5dd0749782569a156ed4f658,meeting prep,reciprocity,1,5,1,yes,True
5dd0749782569a156ed4f658,weekend,no_interaction,1,4,1,yes,True
5dd0749782569a156ed4f658,housemates,precedent,1,2,5,yes,True
5dd0749782569a156ed4f658,coffee,reciprocity,1,5,1,yes,True
5dd0749782569a156ed4f658,feedback,reciprocity,1,5,1,yes,True
5dd0749782569a156ed4f658,restaurant,no_interaction,1,4,1,yes,True
5dd0749782569a156ed4f658,scheduling,precedent,1,2,5,yes,True
5dd0749782569a156ed4f658,conversation,precedent,2,2,4,yes,True
5dd0749782569a156ed4f658,concerts,precedent,5,2,1,yes,True
5dd0749782569a156ed4f658,gifts,no_interaction,2,4,2,yes,True
5dd0749782569a156ed4f658,police,reciprocity,2,5,2,yes,True
5dd0749782569a156ed4f658,family meals,reciprocity,2,5,2,yes,True
5dd0749782569a156ed4f658,architects,reciprocity,1,5,1,yes,True
5e21e741f814784d3180f004,feedback,no_interaction,1,5,1,yes,True
5e21e741f814784d3180f004,babysitting,precedent,1,5,1,yes,True
5e21e741f814784d3180f004,architects,reciprocity,1,5,1,yes,True
5e21e741f814784d3180f004,coffee,precedent,1,5,1,yes,True
5e21e741f814784d3180f004,weekend,precedent,1,1,5,yes,True
5e21e741f814784d3180f004,conversation,precedent,1,1,5,yes,True
5e21e741f814784d3180f004,group project,no_interaction,1,5,1,yes,True
5e21e741f814784d3180f004,housemates,reciprocity,1,5,1,yes,True
5e21e741f814784d3180f004,fundraising,precedent,5,2,1,yes,True
5e21e741f814784d3180f004,meeting location,no_interaction,1,5,1,yes,True
5e21e741f814784d3180f004,meeting prep,no_interaction,1,5,1,yes,True
5e21e741f814784d3180f004,groceries,no_interaction,1,5,1,yes,True
5e21e741f814784d3180f004,restaurant,no_interaction,1,4,1,yes,True
5e21e741f814784d3180f004,gifts,reciprocity,1,5,1,yes,True
5e21e741f814784d3180f004,concerts,reciprocity,1,5,1,yes,True
5e21e741f814784d3180f004,scheduling,precedent,5,2,1,yes,True
5e21e741f814784d3180f004,family meals,reciprocity,1,4,1,yes,True
5e21e741f814784d3180f004,police,reciprocity,1,5,1,yes,True
5e4465013f75e52fc82f7096,meeting prep,precedent,2,4,4,yes,True
5e4465013f75e52fc82f7096,architects,no_interaction,2,4,2,yes,True
5e4465013f75e52fc82f7096,family meals,no_interaction,2,3,4,yes,True
5e4465013f75e52fc82f7096,fundraising,reciprocity,2,4,2,yes,True
5e4465013f75e52fc82f7096,concerts,no_interaction,3,4,3,yes,True
5e4465013f75e52fc82f7096,restaurant,precedent,5,2,1,yes,True
5e4465013f75e52fc82f7096,housemates,no_interaction,3,5,3,yes,True
5e4465013f75e52fc82f7096,conversation,reciprocity,2,4,2,yes,True
5e4465013f75e52fc82f7096,babysitting,reciprocity,1,5,1,yes,True
5e4465013f75e52fc82f7096,weekend,reciprocity,3,4,3,yes,True
5e4465013f75e52fc82f7096,feedback,precedent,2,4,2,yes,True
5e4465013f75e52fc82f7096,groceries,precedent,2,5,2,yes,True
5e4465013f75e52fc82f7096,meeting location,precedent,2,3,4,yes,True
5e4465013f75e52fc82f7096,police,no_interaction,1,2,5,yes,True
5e4465013f75e52fc82f7096,scheduling,reciprocity,2,4,2,yes,True
5e4465013f75e52fc82f7096,group project,precedent,4,3,2,yes,True
5e4465013f75e52fc82f7096,coffee,reciprocity,1,5,1,yes,True
5e4465013f75e52fc82f7096,gifts,no_interaction,1,5,1,yes,True
5e56a66121583601d3c3526a,family meals,reciprocity,0,6,0,yes,True
5e56a66121583601d3c3526a,weekend,no_interaction,3,3,3,yes,True
5e56a66121583601d3c3526a,gifts,no_interaction,0,6,0,yes,True
5e56a66121583601d3c3526a,police,reciprocity,0,6,0,yes,True
5e56a66121583601d3c3526a,meeting prep,no_interaction,0,6,0,yes,True
5e56a66121583601d3c3526a,babysitting,reciprocity,0,6,0,yes,True
5e56a66121583601d3c3526a,groceries,no_interaction,0,6,0,yes,True
