subject_id,story,altruistic_status,first_meeting,stage,response,response_status,strategy,understood
559c3ad8fdf99b32b55f2d32,meeting location,equal,alice,second,bob,equal,alternating,yes
559c3ad8fdf99b32b55f2d32,groceries,less,bob,first,bob,less,,yes
559c3ad8fdf99b32b55f2d32,groceries,less,bob,second,bob,less,alternating,yes
559c3ad8fdf99b32b55f2d32,attention,,,second,,,,yes
565bff58c121fe0005fc390d,housemates,less,bob,first,alice,more,,yes
565bff58c121fe0005fc390d,housemates,less,bob,second,bob,less,alternating,yes
565bff58c121fe0005fc390d,police,equal,alice,first,alice,equal,,yes
565bff58c121fe0005fc390d,police,equal,alice,second,bob,equal,alternating,yes
565bff58c121fe0005fc390d,weekend,equal,bob,first,alice,equal,,yes
565bff58c121fe0005fc390d,weekend,equal,bob,second,bob,equal,alternating,yes
565bff58c121fe0005fc390d,coffee,more,bob,first,alice,less,,yes
565bff58c121fe0005fc390d,coffee,more,bob,second,alice,less,alternating,yes
565bff58c121fe0005fc390d,concerts,less,alice,first,bob,more,,yes
565bff58c121fe0005fc390d,concerts,less,alice,second,alice,less,alternating,yes
565bff58c121fe0005fc390d,groceries,more,bob,first,bob,more,,yes
565bff58c121fe0005fc390d,groceries,more,bob,second,bob,more,alternating,yes
565bff58c121fe0005fc390d,meeting prep,equal,alice,first,alice,equal,,yes
565bff58c121fe0005fc390d,meeting prep,equal,alice,second,bob,equal,alternating,yes
565bff58c121fe0005fc390d,meeting location,less,bob,first,alice,more,,yes
565bff58c121fe0005fc390d,meeting location,less,bob,second,bob,less,alternating,yes
565bff58c121fe0005fc390d,conversation,less,alice,first,bob,more,,yes
565bff58c121fe0005fc390d,conversation,less,alice,second,alice,less,alternating,yes
565bff58c121fe0005fc390d,feedback,equal,bob,first,bob,equal,,yes
565bff58c121fe0005fc390d,feedback,equal,bob,second,alice,equal,alternating,yes
565bff58c121fe0005fc390d,restaurant,less,alice,first,alice,less,,yes
565bff58c121fe0005fc390d,restaurant,less,alice,second,bob,more,alternating,yes
565bff58c121fe0005fc390d,fundraising,equal,alice,first,bob,equal,,yes
565bff58c121fe0005fc390d,fundraising,equal,alice,second,alice,equal,alternating,yes
565bff58c121fe0005fc390d,gifts,equal,bob,first,bob,equal,,yes
565bff58c121fe0005fc390d,gifts,equal,bob,second,alice,equal,alternating,yes
565bff58c121fe0005fc390d,babysitting,more,alice,first,alice,more,,yes
565bff58c121fe0005fc390d,babysitting,more,alice,second,bob,less,alternating,yes
565bff58c121fe0005fc390d,family meals,more,alice,first,alice,more,,yes
565bff58c121fe0005fc390d,family meals,more,alice,second,bob,less,alternating,yes
565bff58c121fe0005fc390d,architects,more,bob,first,bob,more,,yes
565bff58c121fe0005fc390d,architects,more,bob,second,bob,more,alternating,yes
565bff58c121fe0005fc390d,scheduling,less,bob,first,alice,more,,yes
565bff58c121fe0005fc390d,scheduling,less,bob,second,bob,less,alternating,yes
565bff58c121fe0005fc390d,group project,more,alice,first,alice,more,,yes
565bff58c121fe0005fc390d,group project,more,alice,second,alice,more,alternating,yes
565bff58c121fe0005fc390d,attention,,,second,,,,yes
569916e4b0e16500050131b4,meeting location,equal,alice,first,bob,equal,,yes
569916e4b0e16500050131b4,meeting location,equal,alice,second,alice,equal,alternating,yes
569916e4b0e16500050131b4,housemates,equal,bob,first,alice,equal,,yes
569916e4b0e16500050131b4,housemates,equal,bob,second,bob,equal,alternating,yes
569916e4b0e16500050131b4,restaurant,equal,bob,first,bob,equal,,yes
569916e4b0e16500050131b4,restaurant,equal,bob,second,alice,equal,alternating,yes
569916e4b0e16500050131b4,babysitting,more,bob,first,alice,less,,yes
569916e4b0e16500050131b4,babysitting,more,bob,second,alice,less,alternating,yes
569916e4b0e16500050131b4,architects,more,alice,first,bob,less,,yes
569916e4b0e16500050131b4,architects,more,alice,second,alice,more,alternating,yes
569916e4b0e16500050131b4,feedback,equal,bob,first,alice,equal,,yes
569916e4b0e16500050131b4,feedback,equal,bob,second,alice,equal,alternating,yes
569916e4b0e16500050131b4,fundraising,more,bob,first,bob,more,,yes
569916e4b0e16500050131b4,fundraising,more,bob,second,bob,more,alternating,yes
569916e4b0e16500050131b4,conversation,less,alice,first,bob,more,,yes
569916e4b0e16500050131b4,conversation,less,alice,second,alice,less,alternating,yes
569916e4b0e16500050131b4,coffee,less,alice,first,alice,less,,yes
569916e4b0e16500050131b4,coffee,less,alice,second,bob,more,alternating,yes
569916e4b0e16500050131b4,weekend,less,bob,first,bob,less,,yes
569916e4b0e16500050131b4,weekend,less,bob,second,bob,less,alternating,yes
569916e4b0e16500050131b4,police,equal,alice,first,alice,equal,,yes
569916e4b0e16500050131b4,police,equal,alice,second,alice,equal,alternating,yes
569916e4b0e16500050131b4,concerts,equal,alice,first,alice,equal,,yes
569916e4b0e16500050131b4,concerts,equal,alice,second,bob,equal,alternating,yes
569916e4b0e16500050131b4,group project,more,alice,first,alice,more,,yes
569916e4b0e16500050131b4,group project,more,alice,second,alice,more,alternating,yes
569916e4b0e16500050131b4,scheduling,less,bob,first,bob,less,,yes
569916e4b0e16500050131b4,scheduling,less,bob,second,alice,more,alternating,yes
569916e4b0e16500050131b4,meeting prep,more,bob,first,bob,more,,yes
569916e4b0e16500050131b4,meeting prep,more,bob,second,bob,more,alternating,yes
569916e4b0e16500050131b4,gifts,more,alice,first,alice,more,,yes
569916e4b0e16500050131b4,gifts,more,alice,second,alice,more,alternating,yes
569916e4b0e16500050131b4,family meals,less,bob,first,alice,more,,yes
569916e4b0e16500050131b4,family meals,less,bob,second,alice,more,alternating,yes
569916e4b0e16500050131b4,groceries,less,alice,first,alice,less,,yes
569916e4b0e16500050131b4,groceries,less,alice,second,bob,more,alternating,yes
569916e4b0e16500050131b4,attention,,,second,,,,yes
5727e394c68b5a000e397d8c,weekend,equal,bob,first,alice,equal,,yes
5727e394c68b5a000e397d8c,weekend,equal,bob,second,alice,equal,alternating,yes
5727e394c68b5a000e397d8c,meeting location,more,alice,first,bob,less,,yes
5727e394c68b5a000e397d8c,meeting location,more,alice,second,bob,less,alternating,yes
5727e394c68b5a000e397d8c,architects,less,bob,first,bob,less,,yes
5727e394c68b5a000e397d8c,architects,less,bob,second,bob,less,alternating,yes
5727e394c68b5a000e397d8c,police,more,alice,first,alice,more,,yes
5727e394c68b5a000e397d8c,police,more,alice,second,alice,more,alternating,yes
5727e394c68b5a000e397d8c,restaurant,more,bob,first,bob,more,,yes
5727e394c68b5a000e397d8c,restaurant,more,bob,second,bob,more,alternating,yes
5727e394c68b5a000e397d8c,fundraising,less,alice,first,bob,more,,yes
5727e394c68b5a000e397d8c,fundraising,less,alice,second,alice,less,alternating,yes
5727e394c68b5a000e397d8c,gifts,less,bob,first,alice,more,,yes
5727e394c68b5a000e397d8c,gifts,less,bob,second,bob,less,alternating,yes
5727e394c68b5a000e397d8c,conversation,equal,alice,first,bob,equal,,yes
5727e394c68b5a000e397d8c,conversation,equal,alice,second,alice,equal,alternating,yes
5727e394c68b5a000e397d8c,feedback,more,bob,first,bob,more,,yes
5727e394c68b5a000e397d8c,feedback,more,bob,second,bob,more,alternating,yes
5727e394c68b5a000e397d8c,concerts,more,alice,first,alice,more,,yes
5727e394c68b5a000e397d8c,concerts,more,alice,second,alice,more,alternating,yes
5727e394c68b5a000e397d8c,babysitting,less,alice,first,alice,less,,yes
5727e394c68b5a000e397d8c,babysitting,less,alice,second,alice,less,alternating,yes
5727e394c68b5a000e397d8c,groceries,equal,alice,first,bob,equal,,yes
5727e394c68b5a000e397d8c,groceries,equal,alice,second,bob,equal,alternating,yes
5727e394c68b5a000e397d8c,scheduling,equal,bob,first,bob,equal,,yes
5727e394c68b5a000e397d8c,scheduling,equal,bob,second,bob,equal,alternating,yes
5727e394c68b5a000e397d8c,group project,less,bob,first,alice,more,,yes
5727e394c68b5a000e397d8c,group project,less,bob,second,alice,more,alternating,yes
5727e394c68b5a000e397d8c,coffee,equal,alice,first,bob,equal,,yes
5727e394c68b5a000e397d8c,coffee,equal,alice,second,bob,equal,alternating,yes
5727e394c68b5a000e397d8c,meeting prep,less,alice,first,alice,less,,yes
5727e394c68b5a000e397d8c,meeting prep,less,alice,second,alice,less,alternating,yes
5727e394c68b5a000e397d8c,family meals,equal,bob,first,bob,equal,,yes
5727e394c68b5a000e397d8c,family meals,equal,bob,second,alice,equal,alternating,yes
5727e394c68b5a000e397d8c,housemates,more,bob,first,alice,less,,yes
5727e394c68b5a000e397d8c,housemates,more,bob,second,alice,less,alternating,yes
5727e394c68b5a000e397d8c,attention,,,second,,,,yes
57b560e4a18afd00013e0579,family meals,equal,bob,first,bob,equal,,yes
57b560e4a18afd00013e0579,family meals,equal,bob,second,alice,equal,alternating,yes
57b560e4a18afd00013e0579,meeting location,more,alice,first,bob,less,,yes
57b560e4a18afd00013e0579,meeting location,more,alice,second,bob,less,alternating,yes
57b560e4a18afd00013e0579,conversation,equal,alice,first,alice,equal,,yes
57b560e4a18afd00013e0579,conversation,equal,alice,second,bob,equal,alternating,yes
57b560e4a18afd00013e0579,babysitting,less,alice,first,alice,less,,yes
57b560e4a18afd00013e0579,babysitting,less,alice,second,bob,more,alternating,yes
57b560e4a18afd00013e0579,feedback,more,bob,first,bob,more,,yes
57b560e4a18afd00013e0579,feedback,more,bob,second,alice,less,alternating,yes
57b560e4a18afd00013e0579,weekend,equal,bob,first,bob,equal,,yes
57b560e4a18afd00013e0579,weekend,equal,bob,second,alice,equal,alternating,yes
57b560e4a18afd00013e0579,concerts,more,alice,first,alice,more,,yes
57b560e4a18afd00013e0579,concerts,more,alice,second,bob,less,alternating,yes
57b560e4a18afd00013e0579,meeting prep,less,alice,first,bob,more,,yes
57b560e4a18afd00013e0579,meeting prep,less,alice,second,alice,less,alternating,yes
57b560e4a18afd00013e0579,groceries,equal,alice,first,alice,equal,,yes
57b560e4a18afd00013e0579,groceries,equal,alice,second,bob,equal,alternating,yes
57b560e4a18afd00013e0579,group project,less,bob,first,alice,more,,yes
57b560e4a18afd00013e0579,group project,less,bob,second,alice,more,alternating,yes
57b560e4a18afd00013e0579,fundraising,less,alice,first,bob,more,,yes
57b560e4a18afd00013e0579,fundraising,less,alice,second,bob,more,alternating,yes
57b560e4a18afd00013e0579,police,more,alice,first,bob,less,,yes
57b560e4a18afd00013e0579,police,more,alice,second,alice,more,alternating,yes
57b560e4a18afd00013e0579,scheduling,equal,bob,first,bob,equal,,yes
57b560e4a18afd00013e0579,scheduling,equal,bob,second,alice,equal,alternating,yes
57b560e4a18afd00013e0579,gifts,less,bob,first,alice,more,,yes
57b560e4a18afd00013e0579,gifts,less,bob,second,alice,more,alternating,yes
57b560e4a18afd00013e0579,housemates,more,bob,first,alice,less,,yes
57b560e4a18afd00013e0579,housemates,more,bob,second,alice,less,alternating,yes
57b560e4a18afd00013e0579,coffee,equal,alice,first,alice,equal,,yes
57b560e4a18afd00013e0579,coffee,equal,alice,second,bob,equal,alternating,yes
57b560e4a18afd00013e0579,architects,less,bob,first,alice,more,,yes
57b560e4a18afd00013e0579,architects,less,bob,second,alice,more,alternating,yes
57b560e4a18afd00013e0579,restaurant,more,bob,first,bob,more,,yes
57b560e4a18afd00013e0579,restaurant,more,bob,second,alice,less,alternating,yes
57b560e4a18afd00013e0579,attention,,,second,,,,yes
57d02ffb596f5d0001df741f,scheduling,more,bob,first,alice,less,,yes
57d02ffb596f5d0001df741f,scheduling,more,bob,second,alice,less,alternating,yes
57d02ffb596f5d0001df741f,gifts,equal,bob,first,bob,equal,,yes
57d02ffb596f5d0001df741f,gifts,equal,bob,second,alice,equal,alternating,yes
57d02ffb596f5d0001df741f,fundraising,equal,alice,first,alice,equal,,yes
57d02ffb596f5d0001df741f,fundraising,equal,alice,second,alice,equal,alternating,yes
57d02ffb596f5d0001df741f,housemates,less,alice,first,alice,less,,yes
57d02ffb596f5d0001df741f,housemates,less,alice,second,alice,less,alternating,yes
57d02ffb596f5d0001df741f,police,less,bob,first,bob,less,,yes
57d02ffb596f5d0001df741f,police,less,bob,second,bob,less,alternating,yes
57d02ffb596f5d0001df741f,family meals,more,bob,first,bob,more,,yes
57d02ffb596f5d0001df741f,family meals,more,bob,second,bob,more,alternating,yes
57d02ffb596f5d0001df741f,meeting location,less,bob,first,bob,less,,yes
57d02ffb596f5d0001df741f,meeting location,less,bob,second,bob,less,alternating,yes
57d02ffb596f5d0001df741f,weekend,more,bob,first,alice,less,,yes
57d02ffb596f5d0001df741f,weekend,more,bob,second,alice,less,alternating,yes
57d02ffb596f5d0001df741f,babysitting,equal,alice,first,bob,equal,,yes
57d02ffb596f5d0001df741f,babysitting,equal,alice,second,bob,equal,alternating,yes
57d02ffb596f5d0001df741f,architects,equal,bob,first,alice,equal,,yes
57d02ffb596f5d0001df741f,architects,equal,bob,second,bob,equal,alternating,yes
57d02ffb596f5d0001df741f,conversation,more,alice,first,alice,more,,yes
57d02ffb596f5d0001df741f,conversation,more,alice,second,alice,more,alternating,yes
57d02ffb596f5d0001df741f,coffee,more,alice,first,alice,more,,yes
57d02ffb596f5d0001df741f,coffee,more,alice,second,alice,more,alternating,yes
57d02ffb596f5d0001df741f,feedback,less,alice,first,bob,more,,yes
57d02ffb596f5d0001df741f,feedback,less,alice,second,bob,more,alternating,yes
57d02ffb596f5d0001df741f,meeting prep,equal,alice,first,bob,equal,,yes
57d02ffb596f5d0001df741f,meeting prep,equal,alice,second,alice,equal,alternating,yes
57d02ffb596f5d0001df741f,concerts,less,bob,first,alice,more,,yes
57d02ffb596f5d0001df741f,concerts,less,bob,second,bob,less,alternating,yes
57d02ffb596f5d0001df741f,groceries,more,alice,first,bob,less,,yes
57d02ffb596f5d0001df741f,groceries,more,alice,second,alice,more,alternating,yes
57d02ffb596f5d0001df741f,restaurant,less,alice,first,alice,less,,yes
57d02ffb596f5d0001df741f,restaurant,less,alice,second,bob,more,alternating,yes
57d02ffb596f5d0001df741f,group project,equal,bob,first,alice,equal,,yes
57d02ffb596f5d0001df741f,group project,equal,bob,second,bob,equal,alternating,yes
57d02ffb596f5d0001df741f,attention,,,second,,,,yes
585716b522a6220001da6cb4,concerts,less,bob,first,alice,more,,yes
585716b522a6220001da6cb4,concerts,less,bob,second,bob,less,alternating,yes
585716b522a6220001da6cb4,coffee,more,alice,first,bob,less,,yes
585716b522a6220001da6cb4,coffee,more,alice,second,alice,more,alternating,yes
585716b522a6220001da6cb4,police,less,bob,first,bob,less,,yes
585716b522a6220001da6cb4,police,less,bob,second,bob,less,alternating,yes
585716b522a6220001da6cb4,gifts,equal,bob,first,alice,equal,,yes
585716b522a6220001da6cb4,gifts,equal,bob,second,alice,equal,alternating,yes
585716b522a6220001da6cb4,restaurant,less,alice,first,alice,less,,yes
585716b522a6220001da6cb4,restaurant,less,alice,second,alice,less,alternating,yes
585716b522a6220001da6cb4,meeting location,less,bob,first,bob,less,,yes
585716b522a6220001da6cb4,meeting location,less,bob,second,bob,less,alternating,yes
585716b522a6220001da6cb4,group project,equal,bob,first,alice,equal,,yes
585716b522a6220001da6cb4,group project,equal,bob,second,bob,equal,alternating,yes
585716b522a6220001da6cb4,scheduling,more,bob,first,alice,less,,yes
585716b522a6220001da6cb4,scheduling,more,bob,second,bob,more,alternating,yes
585716b522a6220001da6cb4,housemates,less,alice,first,bob,more,,yes
585716b522a6220001da6cb4,housemates,less,alice,second,alice,less,alternating,yes
585716b522a6220001da6cb4,babysitting,equal,alice,first,alice,equal,,yes
585716b522a6220001da6cb4,babysitting,equal,alice,second,alice,equal,alternating,yes
585716b522a6220001da6cb4,meeting prep,equal,alice,first,alice,equal,,yes
585716b522a6220001da6cb4,meeting prep,equal,alice,second,alice,equal,alternating,yes
585716b522a6220001da6cb4,family meals,more,bob,first,alice,less,,yes
585716b522a6220001da6cb4,family meals,more,bob,second,bob,more,alternating,yes
585716b522a6220001da6cb4,weekend,more,bob,first,alice,less,,yes
585716b522a6220001da6cb4,weekend,more,bob,second,alice,less,alternating,yes
585716b522a6220001da6cb4,architects,equal,bob,first,alice,equal,,yes
585716b522a6220001da6cb4,architects,equal,bob,second,bob,equal,alternating,yes
585716b522a6220001da6cb4,feedback,less,alice,first,alice,less,,yes
585716b522a6220001da6cb4,feedback,less,alice,second,bob,more,alternating,yes
585716b522a6220001da6cb4,fundraising,equal,alice,first,alice,equal,,yes
585716b522a6220001da6cb4,fundraising,equal,alice,second,alice,equal,alternating,yes
585716b522a6220001da6cb4,conversation,more,alice,first,alice,more,,yes
585716b522a6220001da6cb4,conversation,more,alice,second,alice,more,alternating,yes
585716b522a6220001da6cb4,groceries,more,alice,first,bob,less,,yes
585716b522a6220001da6cb4,groceries,more,alice,second,alice,more,alternating,yes
585716b522a6220001da6cb4,attention,,,second,,,,yes
58752fed445a5f00019b4a3f,meeting prep,equal,alice,first,alice,equal,,yes
58752fed445a5f00019b4a3f,meeting prep,equal,alice,second,bob,equal,alternating,yes
58752fed445a5f00019b4a3f,family meals,more,alice,first,alice,more,,yes
58752fed445a5f00019b4a3f,family meals,more,alice,second,bob,less,alternating,yes
58752fed445a5f00019b4a3f,gifts,equal,bob,first,alice,equal,,yes
58752fed445a5f00019b4a3f,gifts,equal,bob,second,bob,equal,alternating,yes
58752fed445a5f00019b4a3f,architects,more,bob,first,bob,more,,yes
58752fed445a5f00019b4a3f,architects,more,bob,second,alice,less,alternating,yes
58752fed445a5f00019b4a3f,group project,more,alice,first,alice,more,,yes
58752fed445a5f00019b4a3f,group project,more,alice,second,alice,more,alternating,yes
58752fed445a5f00019b4a3f,meeting location,less,bob,first,bob,less,,yes
58752fed445a5f00019b4a3f,meeting location,less,bob,second,bob,less,alternating,yes
58752fed445a5f00019b4a3f,babysitting,more,alice,first,bob,less,,yes
58752fed445a5f00019b4a3f,babysitting,more,alice,second,bob,less,alternating,yes
58752fed445a5f00019b4a3f,groceries,more,bob,first,alice,less,,yes
58752fed445a5f00019b4a3f,groceries,more,bob,second,alice,less,alternating,yes
58752fed445a5f00019b4a3f,concerts,less,alice,first,bob,more,,yes
58752fed445a5f00019b4a3f,concerts,less,alice,second,bob,more,alternating,yes
58752fed445a5f00019b4a3f,coffee,more,bob,first,alice,less,,yes
58752fed445a5f00019b4a3f,coffee,more,bob,second,alice,less,alternating,yes
58752fed445a5f00019b4a3f,housemates,less,bob,first,bob,less,,yes
58752fed445a5f00019b4a3f,housemates,less,bob,second,bob,less,alternating,yes
58752fed445a5f00019b4a3f,fundraising,equal,alice,first,alice,equal,,yes
58752fed445a5f00019b4a3f,fundraising,equal,alice,second,bob,equal,alternating,yes
58752fed445a5f00019b4a3f,police,equal,alice,first,alice,equal,,yes
58752fed445a5f00019b4a3f,police,equal,alice,second,bob,equal,alternating,yes
58752fed445a5f00019b4a3f,feedback,equal,bob,first,bob,equal,,yes
58752fed445a5f00019b4a3f,feedback,equal,bob,second,alice,equal,alternating,yes
58752fed445a5f00019b4a3f,weekend,equal,bob,first,alice,equal,,yes
58752fed445a5f00019b4a3f,weekend,equal,bob,second,bob,equal,alternating,yes
58752fed445a5f00019b4a3f,restaurant,less,alice,first,alice,less,,yes
58752fed445a5f00019b4a3f,restaurant,less,alice,second,bob,more,alternating,yes
58752fed445a5f00019b4a3f,conversation,less,alice,first,bob,more,,yes
58752fed445a5f00019b4a3f,conversation,less,alice,second,alice,less,alternating,yes
58752fed445a5f00019b4a3f,scheduling,less,bob,first,bob,less,,yes
58752fed445a5f00019b4a3f,scheduling,less,bob,second,bob,less,alternating,yes
58752fed445a5f00019b4a3f,attention,,,second,,,,yes
58c518d7b101a70001293900,feedback,more,alice,first,alice,more,,yes
58c518d7b101a70001293900,feedback,more,alice,second,alice,more,alternating,yes
58c518d7b101a70001293900,coffee,equal,bob,first,alice,equal,,yes
58c518d7b101a70001293900,coffee,equal,bob,second,alice,equal,alternating,yes
58c518d7b101a70001293900,groceries,equal,bob,first,alice,equal,,yes
58c518d7b101a70001293900,groceries,equal,bob,second,alice,equal,alternating,yes
58c518d7b101a70001293900,family meals,equal,alice,first,bob,equal,,yes
58c518d7b101a70001293900,family meals,equal,alice,second,bob,equal,alternating,yes
58c518d7b101a70001293900,meeting location,more,bob,first,alice,less,,yes
58c518d7b101a70001293900,meeting location,more,bob,second,alice,less,alternating,yes
58c518d7b101a70001293900,gifts,less,alice,first,bob,more,,yes
58c518d7b101a70001293900,gifts,less,alice,second,bob,more,alternating,yes
58c518d7b101a70001293900,meeting prep,less,bob,first,alice,more,,yes
58c518d7b101a70001293900,meeting prep,less,bob,second,bob,less,alternating,yes
58c518d7b101a70001293900,babysitting,less,bob,first,bob,less,,yes
58c518d7b101a70001293900,babysitting,less,bob,second,bob,less,alternating,yes
58c518d7b101a70001293900,restaurant,more,alice,first,bob,less,,yes
58c518d7b101a70001293900,restaurant,more,alice,second,bob,less,alternating,yes
58c518d7b101a70001293900,concerts,more,bob,first,bob,more,,yes
58c518d7b101a70001293900,concerts,more,bob,second,bob,more,alternating,yes
58c518d7b101a70001293900,group project,less,alice,first,bob,more,,yes
58c518d7b101a70001293900,group project,less,alice,second,alice,less,alternating,yes
58c518d7b101a70001293900,conversation,equal,bob,first,bob,equal,,yes
58c518d7b101a70001293900,conversation,equal,bob,second,bob,equal,alternating,yes
58c518d7b101a70001293900,housemates,more,alice,first,bob,less,,yes
58c518d7b101a70001293900,housemates,more,alice,second,alice,more,alternating,yes
58c518d7b101a70001293900,fundraising,less,bob,first,alice,more,,yes
58c518d7b101a70001293900,fundraising,less,bob,second,bob,less,alternating,yes
58c518d7b101a70001293900,weekend,equal,alice,first,alice,equal,,yes
58c518d7b101a70001293900,weekend,equal,alice,second,bob,equal,alternating,yes
58c518d7b101a70001293900,police,more,bob,first,alice,less,,yes
58c518d7b101a70001293900,police,more,bob,second,alice,less,alternating,yes
58c518d7b101a70001293900,architects,less,alice,first,bob,more,,yes
58c518d7b101a70001293900,architects,less,alice,second,alice,less,alternating,yes
58c518d7b101a70001293900,scheduling,equal,alice,first,alice,equal,,yes
58c518d7b101a70001293900,scheduling,equal,alice,second,bob,equal,alternating,yes
58c518d7b101a70001293900,attention,,,second,,,,yes
5930c7fdfa699e0001017cc1,group project,less,bob,first,alice,more,,yes
5930c7fdfa699e0001017cc1,group project,less,bob,second,bob,less,alternating,yes
