"subject_id","story","social_interaction","relationship","likert_rating","normalized_likert_rating"
"3ce9276d913e6a149812483b81cff182","babysitting","no_interaction","asymmetric",1,0.0666666666666667
"3ce9276d913e6a149812483b81cff182","babysitting","no_interaction","symmetric",7,0.466666666666667
"3ce9276d913e6a149812483b81cff182","babysitting","no_interaction","none",7,0.466666666666667
"3ce9276d913e6a149812483b81cff182","scheduling","no_interaction","asymmetric",1,0.0714285714285714
"3ce9276d913e6a149812483b81cff182","scheduling","no_interaction","symmetric",6,0.428571428571429
"3ce9276d913e6a149812483b81cff182","scheduling","no_interaction","none",7,0.5
"3ce9276d913e6a149812483b81cff182","weekend","no_interaction","asymmetric",5,0.5
"3ce9276d913e6a149812483b81cff182","weekend","no_interaction","symmetric",2,0.2
"3ce9276d913e6a149812483b81cff182","weekend","no_interaction","none",3,0.3
"3ce9276d913e6a149812483b81cff182","gifts","precedent","asymmetric",1,0.0666666666666667
"3ce9276d913e6a149812483b81cff182","gifts","precedent","symmetric",7,0.466666666666667
"3ce9276d913e6a149812483b81cff182","gifts","precedent","none",7,0.466666666666667
"3ce9276d913e6a149812483b81cff182","group project","reciprocity","asymmetric",1,0.0666666666666667
"3ce9276d913e6a149812483b81cff182","group project","reciprocity","symmetric",7,0.466666666666667
"3ce9276d913e6a149812483b81cff182","group project","reciprocity","none",7,0.466666666666667
"3ce9276d913e6a149812483b81cff182","groceries","reciprocity","asymmetric",2,0.142857142857143
"3ce9276d913e6a149812483b81cff182","groceries","reciprocity","symmetric",6,0.428571428571429
"3ce9276d913e6a149812483b81cff182","groceries","reciprocity","none",6,0.428571428571429
"3ce9276d913e6a149812483b81cff182","meeting location","reciprocity","asymmetric",2,0.133333333333333
"3ce9276d913e6a149812483b81cff182","meeting location","reciprocity","symmetric",7,0.466666666666667
"3ce9276d913e6a149812483b81cff182","meeting location","reciprocity","none",6,0.4
"6c31878e71d7d119fafc7c6b87f6db45","family meals","no_interaction","asymmetric",7,0.7
"6c31878e71d7d119fafc7c6b87f6db45","family meals","no_interaction","symmetric",1,0.1
"6c31878e71d7d119fafc7c6b87f6db45","family meals","no_interaction","none",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","feedback","precedent","asymmetric",6,0.6
"6c31878e71d7d119fafc7c6b87f6db45","feedback","precedent","symmetric",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","feedback","precedent","none",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","group project","precedent","asymmetric",7,0.7
"6c31878e71d7d119fafc7c6b87f6db45","group project","precedent","symmetric",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","group project","precedent","none",1,0.1
"6c31878e71d7d119fafc7c6b87f6db45","meeting prep","reciprocity","asymmetric",2,0.181818181818182
"6c31878e71d7d119fafc7c6b87f6db45","meeting prep","reciprocity","symmetric",7,0.636363636363636
"6c31878e71d7d119fafc7c6b87f6db45","meeting prep","reciprocity","none",2,0.181818181818182
"6c31878e71d7d119fafc7c6b87f6db45","meeting location","precedent","asymmetric",3,0.3
"6c31878e71d7d119fafc7c6b87f6db45","meeting location","precedent","symmetric",5,0.5
"6c31878e71d7d119fafc7c6b87f6db45","meeting location","precedent","none",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","coffee","no_interaction","asymmetric",2,0.181818181818182
"6c31878e71d7d119fafc7c6b87f6db45","coffee","no_interaction","symmetric",2,0.181818181818182
"6c31878e71d7d119fafc7c6b87f6db45","coffee","no_interaction","none",7,0.636363636363636
"6c31878e71d7d119fafc7c6b87f6db45","police","precedent","asymmetric",6,0.6
"6c31878e71d7d119fafc7c6b87f6db45","police","precedent","symmetric",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","police","precedent","none",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","conversation","no_interaction","asymmetric",3,0.3
"6c31878e71d7d119fafc7c6b87f6db45","conversation","no_interaction","symmetric",5,0.5
"6c31878e71d7d119fafc7c6b87f6db45","conversation","no_interaction","none",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","concerts","precedent","asymmetric",6,0.666666666666667
"6c31878e71d7d119fafc7c6b87f6db45","concerts","precedent","symmetric",2,0.222222222222222
"6c31878e71d7d119fafc7c6b87f6db45","concerts","precedent","none",1,0.111111111111111
"6c31878e71d7d119fafc7c6b87f6db45","weekend","reciprocity","asymmetric",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","weekend","reciprocity","symmetric",6,0.6
"6c31878e71d7d119fafc7c6b87f6db45","weekend","reciprocity","none",2,0.2
"6c31878e71d7d119fafc7c6b87f6db45","groceries","reciprocity","asymmetric",2,0.2
