"subject_id","story","social_interaction","relationship","likert_rating","normalized_likert_rating"
"3c032e04574cd756fabbacbaafd0efab","scheduling","no_interaction","higher",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","scheduling","no_interaction","equal",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","scheduling","no_interaction","lower",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","weekend","repeating","higher",2,0.2
"3c032e04574cd756fabbacbaafd0efab","weekend","repeating","equal",2,0.2
"3c032e04574cd756fabbacbaafd0efab","weekend","repeating","lower",6,0.6
"3c032e04574cd756fabbacbaafd0efab","architects","repeating","higher",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","architects","repeating","equal",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","architects","repeating","lower",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","groceries","no_interaction","higher",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","groceries","no_interaction","equal",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","groceries","no_interaction","lower",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","housemates","repeating","higher",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","housemates","repeating","equal",4,0.333333333333333
"3c032e04574cd756fabbacbaafd0efab","housemates","repeating","lower",4,0.333333333333333
"4557aa987611b5a056dbde803efe6767","weekend","alternating","higher",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","weekend","alternating","equal",7,0.777777777777778
"4557aa987611b5a056dbde803efe6767","weekend","alternating","lower",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","meeting location","repeating","higher",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","meeting location","repeating","equal",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","meeting location","repeating","lower",7,0.777777777777778
"4557aa987611b5a056dbde803efe6767","family meals","no_interaction","higher",2,0.2
"4557aa987611b5a056dbde803efe6767","family meals","no_interaction","equal",6,0.6
"4557aa987611b5a056dbde803efe6767","family meals","no_interaction","lower",2,0.2
"4557aa987611b5a056dbde803efe6767","group project","no_interaction","higher",2,0.2
"4557aa987611b5a056dbde803efe6767","group project","no_interaction","equal",6,0.6
"4557aa987611b5a056dbde803efe6767","group project","no_interaction","lower",2,0.2
"4557aa987611b5a056dbde803efe6767","scheduling","repeating","higher",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","scheduling","repeating","equal",2,0.222222222222222
"4557aa987611b5a056dbde803efe6767","scheduling","repeating","lower",6,0.666666666666667
"4557aa987611b5a056dbde803efe6767","feedback","repeating","higher",5,0.5
"4557aa987611b5a056dbde803efe6767","feedback","repeating","equal",3,0.3
"4557aa987611b5a056dbde803efe6767","feedback","repeating","lower",2,0.2
"4557aa987611b5a056dbde803efe6767","fundraising","alternating","higher",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","fundraising","alternating","equal",7,0.777777777777778
