subject_id,story,social_interaction,more,equal,less,understood,pass_attention
4557aa987611b5a056dbde803efe6767,scheduling,precedent,0,1,5,yes,TRUE
4557aa987611b5a056dbde803efe6767,feedback,precedent,4,2,1,yes,TRUE
4557aa987611b5a056dbde803efe6767,fundraising,reciprocity,0,6,0,yes,TRUE
4557aa987611b5a056dbde803efe6767,babysitting,precedent,1,1,5,yes,TRUE
4557aa987611b5a056dbde803efe6767,coffee,reciprocity,0,6,0,yes,TRUE
4557aa987611b5a056dbde803efe6767,architects,reciprocity,1,5,1,yes,TRUE
4557aa987611b5a056dbde803efe6767,meeting prep,precedent,6,1,0,yes,TRUE
4557aa987611b5a056dbde803efe6767,conversation,no_interaction,2,5,2,yes,TRUE
4557aa987611b5a056dbde803efe6767,housemates,reciprocity,0,5,0,yes,TRUE
4557aa987611b5a056dbde803efe6767,restaurant,reciprocity,0,6,0,yes,TRUE
4557aa987611b5a056dbde803efe6767,gifts,no_interaction,1,5,2,yes,TRUE
4557aa987611b5a056dbde803efe6767,groceries,precedent,1,2,5,yes,TRUE
4557aa987611b5a056dbde803efe6767,police,no_interaction,5,2,1,yes,TRUE
4557aa987611b5a056dbde803efe6767,concerts,no_interaction,1,5,1,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,police,precedent,1,3,4,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,housemates,reciprocity,3,4,3,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,fundraising,reciprocity,1,5,1,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,meeting prep,precedent,2,3,4,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,babysitting,no_interaction,1,2,1,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,scheduling,no_interaction,1,2,1,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,group project,no_interaction,2,4,2,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,gifts,reciprocity,1,5,1,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,meeting location,reciprocity,2,4,2,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,architects,precedent,3,3,3,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,concerts,no_interaction,1,3,1,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,family meals,precedent,2,3,4,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,restaurant,precedent,1,2,5,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,weekend,reciprocity,2,4,2,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,coffee,precedent,2,3,4,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,conversation,no_interaction,2,4,2,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,groceries,reciprocity,2,5,2,yes,TRUE
c10fdee9fa36d430fec8129d3fd95de1,feedback,no_interaction,2,4,2,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,feedback,reciprocity,1,5,1,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,concerts,precedent,3,4,1,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,housemates,precedent,2,3,4,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,meeting location,no_interaction,1,5,1,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,meeting prep,no_interaction,1,6,1,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,architects,reciprocity,0,6,0,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,scheduling,precedent,4,4,4,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,groceries,precedent,1,4,1,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,group project,precedent,4,2,2,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,fundraising,precedent,3,3,3,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,coffee,no_interaction,0,6,0,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,family meals,reciprocity,0,6,0,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,police,reciprocity,0,6,0,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,restaurant,no_interaction,0,6,0,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,babysitting,reciprocity,0,6,0,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,gifts,no_interaction,1,5,1,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,conversation,reciprocity,1,6,1,yes,TRUE
fab4d0f2967afc90892bed501ad091cc,weekend,no_interaction,3,3,3,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,restaurant,precedent,1,2,4,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,meeting prep,precedent,1,2,5,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,fundraising,reciprocity,1,6,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,scheduling,reciprocity,1,6,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,meeting location,precedent,2,4,4,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,group project,precedent,5,2,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,coffee,no_interaction,2,4,2,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,babysitting,reciprocity,1,5,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,weekend,reciprocity,2,4,2,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,feedback,precedent,5,2,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,groceries,reciprocity,1,5,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,architects,precedent,4,4,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,housemates,no_interaction,1,5,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,concerts,no_interaction,0,6,0,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,police,no_interaction,5,1,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,gifts,no_interaction,1,5,1,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,family meals,no_interaction,0,6,0,yes,TRUE
3010999ce217b0dcd950dbcf1dbab198,conversation,reciprocity,2,4,2,yes,TRUE
d20119f932e60aa4010c070432a4e3df,weekend,no_interaction,3,5,3,yes,TRUE
d20119f932e60aa4010c070432a4e3df,concerts,reciprocity,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,architects,no_interaction,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,scheduling,no_interaction,3,3,3,yes,TRUE
d20119f932e60aa4010c070432a4e3df,feedback,no_interaction,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,police,precedent,4,2,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,groceries,reciprocity,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,conversation,reciprocity,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,coffee,precedent,4,2,2,yes,TRUE
d20119f932e60aa4010c070432a4e3df,gifts,precedent,4,2,2,yes,TRUE
d20119f932e60aa4010c070432a4e3df,fundraising,precedent,4,2,2,yes,TRUE
d20119f932e60aa4010c070432a4e3df,group project,reciprocity,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,babysitting,no_interaction,3,5,3,yes,TRUE
d20119f932e60aa4010c070432a4e3df,housemates,precedent,2,2,4,yes,TRUE
d20119f932e60aa4010c070432a4e3df,meeting prep,reciprocity,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,restaurant,no_interaction,1,5,1,yes,TRUE
d20119f932e60aa4010c070432a4e3df,family meals,precedent,3,3,3,yes,TRUE
d20119f932e60aa4010c070432a4e3df,meeting location,reciprocity,3,4,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,meeting location,reciprocity,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,housemates,reciprocity,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,coffee,precedent,2,2,4,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,gifts,precedent,2,2,5,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,family meals,no_interaction,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,groceries,reciprocity,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,police,precedent,0,0,6,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,conversation,no_interaction,3,3,4,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,weekend,precedent,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,architects,no_interaction,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,meeting prep,precedent,2,2,4,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,babysitting,no_interaction,3,2,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,concerts,no_interaction,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,fundraising,reciprocity,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,restaurant,precedent,2,2,5,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,group project,reciprocity,3,3,3,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,scheduling,reciprocity,2,6,2,yes,TRUE
0119204bcb7793033be83b0f2de5b7e1,feedback,no_interaction,3,5,3,yes,TRUE
105b0e33dd1a30586b0919769a54920e,restaurant,reciprocity,2,6,2,yes,TRUE
105b0e33dd1a30586b0919769a54920e,architects,reciprocity,1,6,1,yes,TRUE
105b0e33dd1a30586b0919769a54920e,family meals,no_interaction,1,6,1,yes,TRUE
105b0e33dd1a30586b0919769a54920e,babysitting,reciprocity,1,6,1,yes,TRUE
105b0e33dd1a30586b0919769a54920e,groceries,precedent,1,1,4,yes,TRUE
105b0e33dd1a30586b0919769a54920e,meeting prep,precedent,6,2,1,yes,TRUE
105b0e33dd1a30586b0919769a54920e,group project,precedent,6,0,0,yes,TRUE
105b0e33dd1a30586b0919769a54920e,fundraising,no_interaction,1,6,1,yes,TRUE
105b0e33dd1a30586b0919769a54920e,weekend,reciprocity,1,5,1,yes,TRUE
105b0e33dd1a30586b0919769a54920e,concerts,precedent,1,0,6,yes,TRUE
105b0e33dd1a30586b0919769a54920e,gifts,no_interaction,1,6,1,yes,TRUE
105b0e33dd1a30586b0919769a54920e,scheduling,reciprocity,0,6,0,yes,TRUE
105b0e33dd1a30586b0919769a54920e,coffee,no_interaction,0,6,0,yes,TRUE
105b0e33dd1a30586b0919769a54920e,meeting location,precedent,1,0,4,yes,TRUE
105b0e33dd1a30586b0919769a54920e,conversation,precedent,1,2,5,yes,TRUE
105b0e33dd1a30586b0919769a54920e,police,no_interaction,2,4,2,yes,TRUE
105b0e33dd1a30586b0919769a54920e,feedback,reciprocity,0,6,0,yes,TRUE
105b0e33dd1a30586b0919769a54920e,housemates,no_interaction,0,6,0,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,babysitting,reciprocity,2,5,2,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,fundraising,reciprocity,1,5,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,housemates,no_interaction,2,5,2,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,meeting prep,precedent,4,2,2,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,family meals,no_interaction,1,4,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,gifts,no_interaction,1,5,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,concerts,precedent,5,1,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,feedback,precedent,5,2,2,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,restaurant,reciprocity,1,5,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,weekend,reciprocity,1,5,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,conversation,no_interaction,1,5,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,police,no_interaction,1,2,5,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,meeting location,precedent,2,3,5,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,coffee,no_interaction,1,5,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,groceries,reciprocity,1,5,1,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,group project,precedent,6,0,0,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,architects,precedent,2,2,5,yes,TRUE
4c3c78cfe1fab5ccf4bdb179b12a5e8c,scheduling,reciprocity,2,5,2,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,scheduling,no_interaction,4,2,4,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,housemates,no_interaction,5,3,4,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,weekend,reciprocity,4,4,5,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,meeting location,reciprocity,4,5,4,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,police,precedent,2,2,5,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,architects,precedent,4,4,4,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,babysitting,precedent,2,4,5,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,feedback,precedent,2,4,5,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,gifts,reciprocity,3,4,3,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,concerts,no_interaction,2,4,2,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,coffee,precedent,3,3,5,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,group project,no_interaction,3,5,3,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,family meals,precedent,4,3,2,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,meeting prep,reciprocity,3,5,3,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,groceries,reciprocity,3,5,3,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,conversation,no_interaction,3,5,3,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,restaurant,reciprocity,2,4,2,yes,TRUE
36b9eb539986f6e45c75798e0512a5a7,fundraising,no_interaction,3,4,3,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,concerts,reciprocity,1,4,1,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,coffee,precedent,3,4,3,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,groceries,no_interaction,1,4,1,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,conversation,precedent,2,2,4,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,scheduling,precedent,3,4,4,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,weekend,no_interaction,1,5,1,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,housemates,reciprocity,3,3,4,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,police,reciprocity,2,5,2,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,babysitting,precedent,3,2,5,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,meeting prep,no_interaction,4,3,3,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,fundraising,precedent,5,1,1,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,meeting location,no_interaction,3,5,3,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,gifts,precedent,5,1,3,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,restaurant,no_interaction,3,4,3,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,family meals,reciprocity,2,2,4,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,group project,no_interaction,5,1,2,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,architects,reciprocity,3,3,4,yes,TRUE
7a68aae8d21f93d72db557db5fe5c4ff,feedback,reciprocity,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,babysitting,reciprocity,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,scheduling,reciprocity,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,architects,reciprocity,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,restaurant,reciprocity,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,meeting prep,precedent,2,2,5,yes,TRUE
1291ba47a51cb6806167274f7e870321,groceries,precedent,1,4,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,family meals,no_interaction,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,coffee,no_interaction,3,5,3,yes,TRUE
1291ba47a51cb6806167274f7e870321,group project,precedent,4,2,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,housemates,no_interaction,2,4,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,police,no_interaction,2,4,4,yes,TRUE
1291ba47a51cb6806167274f7e870321,weekend,reciprocity,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,gifts,no_interaction,1,5,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,concerts,precedent,3,4,4,yes,TRUE
1291ba47a51cb6806167274f7e870321,conversation,no_interaction,2,4,2,yes,TRUE
1291ba47a51cb6806167274f7e870321,feedback,precedent,4,2,1,yes,TRUE
1291ba47a51cb6806167274f7e870321,meeting location,precedent,2,3,3,yes,TRUE
1291ba47a51cb6806167274f7e870321,fundraising,reciprocity,1,5,1,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,concerts,precedent,1,2,5,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,meeting prep,reciprocity,2,5,2,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,family meals,precedent,4,2,1,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,restaurant,reciprocity,3,5,3,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,scheduling,no_interaction,3,3,3,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,conversation,no_interaction,3,4,3,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,gifts,precedent,4,2,2,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,police,precedent,1,1,5,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,meeting location,reciprocity,2,4,2,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,group project,reciprocity,2,4,2,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,housemates,precedent,2,2,4,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,architects,reciprocity,2,4,2,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,coffee,precedent,4,2,2,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,groceries,no_interaction,1,3,1,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,weekend,no_interaction,1,3,1,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,babysitting,no_interaction,1,3,1,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,feedback,reciprocity,1,5,1,yes,TRUE
ae246676ca169a2e31a74c8e2c0efc40,fundraising,no_interaction,1,3,1,yes,TRUE
a0a88f8d5174f10a04e91324ca5a105b,scheduling,reciprocity,4,5,4,yes,TRUE
a0a88f8d5174f10a04e91324ca5a105b,restaurant,precedent,4,4,5,yes,TRUE
