"subject_id","story","social_interaction","relationship","likert_rating"
"1be883cc5b34d9c7a6f55b06acf1e62c","feedback","reciprocity","symmetric",7
"1be883cc5b34d9c7a6f55b06acf1e62c","feedback","reciprocity","none",1
"850b781d0f6eeb84a6108569a2b4cf5a","housemates","no_interaction","asymmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","housemates","no_interaction","symmetric",5
"850b781d0f6eeb84a6108569a2b4cf5a","housemates","no_interaction","none",5
"850b781d0f6eeb84a6108569a2b4cf5a","family meals","precedent","asymmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","family meals","precedent","symmetric",5
"850b781d0f6eeb84a6108569a2b4cf5a","family meals","precedent","none",2
"850b781d0f6eeb84a6108569a2b4cf5a","weekend","reciprocity","asymmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","weekend","reciprocity","symmetric",7
"850b781d0f6eeb84a6108569a2b4cf5a","weekend","reciprocity","none",1
"850b781d0f6eeb84a6108569a2b4cf5a","meeting location","reciprocity","asymmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","meeting location","reciprocity","symmetric",7
"850b781d0f6eeb84a6108569a2b4cf5a","meeting location","reciprocity","none",1
"850b781d0f6eeb84a6108569a2b4cf5a","gifts","reciprocity","asymmetric",2
"850b781d0f6eeb84a6108569a2b4cf5a","gifts","reciprocity","symmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","gifts","reciprocity","none",3
"850b781d0f6eeb84a6108569a2b4cf5a","coffee","precedent","asymmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","coffee","precedent","symmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","coffee","precedent","none",2
"850b781d0f6eeb84a6108569a2b4cf5a","group project","no_interaction","asymmetric",2
"850b781d0f6eeb84a6108569a2b4cf5a","group project","no_interaction","symmetric",2
"850b781d0f6eeb84a6108569a2b4cf5a","group project","no_interaction","none",7
"850b781d0f6eeb84a6108569a2b4cf5a","scheduling","no_interaction","asymmetric",1
"850b781d0f6eeb84a6108569a2b4cf5a","scheduling","no_interaction","symmetric",1
"850b781d0f6eeb84a6108569a2b4cf5a","scheduling","no_interaction","none",7
"850b781d0f6eeb84a6108569a2b4cf5a","architects","precedent","asymmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","architects","precedent","symmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","architects","precedent","none",2
"850b781d0f6eeb84a6108569a2b4cf5a","fundraising","no_interaction","asymmetric",2
"850b781d0f6eeb84a6108569a2b4cf5a","fundraising","no_interaction","symmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","fundraising","no_interaction","none",6
"850b781d0f6eeb84a6108569a2b4cf5a","conversation","no_interaction","asymmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","conversation","no_interaction","symmetric",5
"850b781d0f6eeb84a6108569a2b4cf5a","conversation","no_interaction","none",5
"850b781d0f6eeb84a6108569a2b4cf5a","police","precedent","asymmetric",5
"850b781d0f6eeb84a6108569a2b4cf5a","police","precedent","symmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","police","precedent","none",2
"850b781d0f6eeb84a6108569a2b4cf5a","restaurant","reciprocity","asymmetric",2
"850b781d0f6eeb84a6108569a2b4cf5a","restaurant","reciprocity","symmetric",7
"850b781d0f6eeb84a6108569a2b4cf5a","restaurant","reciprocity","none",1
"850b781d0f6eeb84a6108569a2b4cf5a","feedback","precedent","asymmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","feedback","precedent","symmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","feedback","precedent","none",3
"850b781d0f6eeb84a6108569a2b4cf5a","meeting prep","reciprocity","asymmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","meeting prep","reciprocity","symmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","meeting prep","reciprocity","none",3
"850b781d0f6eeb84a6108569a2b4cf5a","groceries","reciprocity","asymmetric",2
"850b781d0f6eeb84a6108569a2b4cf5a","groceries","reciprocity","symmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","groceries","reciprocity","none",3
"850b781d0f6eeb84a6108569a2b4cf5a","babysitting","precedent","asymmetric",6
"850b781d0f6eeb84a6108569a2b4cf5a","babysitting","precedent","symmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","babysitting","precedent","none",2
"850b781d0f6eeb84a6108569a2b4cf5a","concerts","no_interaction","asymmetric",2
"850b781d0f6eeb84a6108569a2b4cf5a","concerts","no_interaction","symmetric",3
"850b781d0f6eeb84a6108569a2b4cf5a","concerts","no_interaction","none",7
"2bba51f598bf1087f5e74d21f051df46","concerts","reciprocity","asymmetric",1
"2bba51f598bf1087f5e74d21f051df46","concerts","reciprocity","symmetric",7
"2bba51f598bf1087f5e74d21f051df46","concerts","reciprocity","none",2
"2bba51f598bf1087f5e74d21f051df46","police","reciprocity","asymmetric",2
"2bba51f598bf1087f5e74d21f051df46","police","reciprocity","symmetric",7
"2bba51f598bf1087f5e74d21f051df46","police","reciprocity","none",1
"2bba51f598bf1087f5e74d21f051df46","meeting prep","no_interaction","asymmetric",3
"2bba51f598bf1087f5e74d21f051df46","meeting prep","no_interaction","symmetric",4
"2bba51f598bf1087f5e74d21f051df46","meeting prep","no_interaction","none",5
"2bba51f598bf1087f5e74d21f051df46","fundraising","precedent","asymmetric",6
"2bba51f598bf1087f5e74d21f051df46","fundraising","precedent","symmetric",2
"2bba51f598bf1087f5e74d21f051df46","fundraising","precedent","none",2
"2bba51f598bf1087f5e74d21f051df46","feedback","reciprocity","asymmetric",2
"2bba51f598bf1087f5e74d21f051df46","feedback","reciprocity","symmetric",6
"2bba51f598bf1087f5e74d21f051df46","feedback","reciprocity","none",1
"2bba51f598bf1087f5e74d21f051df46","groceries","no_interaction","asymmetric",2
"2bba51f598bf1087f5e74d21f051df46","groceries","no_interaction","symmetric",4
"2bba51f598bf1087f5e74d21f051df46","groceries","no_interaction","none",4
"2bba51f598bf1087f5e74d21f051df46","meeting location","reciprocity","asymmetric",2
"2bba51f598bf1087f5e74d21f051df46","meeting location","reciprocity","symmetric",6
"2bba51f598bf1087f5e74d21f051df46","meeting location","reciprocity","none",1
"2bba51f598bf1087f5e74d21f051df46","scheduling","no_interaction","asymmetric",4
"2bba51f598bf1087f5e74d21f051df46","scheduling","no_interaction","symmetric",4
"2bba51f598bf1087f5e74d21f051df46","scheduling","no_interaction","none",5
"2bba51f598bf1087f5e74d21f051df46","family meals","reciprocity","asymmetric",2
"2bba51f598bf1087f5e74d21f051df46","family meals","reciprocity","symmetric",6
"2bba51f598bf1087f5e74d21f051df46","family meals","reciprocity","none",1
"2bba51f598bf1087f5e74d21f051df46","gifts","precedent","asymmetric",6
"2bba51f598bf1087f5e74d21f051df46","gifts","precedent","symmetric",2
"2bba51f598bf1087f5e74d21f051df46","gifts","precedent","none",1
"2bba51f598bf1087f5e74d21f051df46","coffee","precedent","asymmetric",5
"2bba51f598bf1087f5e74d21f051df46","coffee","precedent","symmetric",3
"2bba51f598bf1087f5e74d21f051df46","coffee","precedent","none",1
"2bba51f598bf1087f5e74d21f051df46","conversation","precedent","asymmetric",6
"2bba51f598bf1087f5e74d21f051df46","conversation","precedent","symmetric",2
"2bba51f598bf1087f5e74d21f051df46","conversation","precedent","none",1
"2bba51f598bf1087f5e74d21f051df46","housemates","precedent","asymmetric",7
"2bba51f598bf1087f5e74d21f051df46","housemates","precedent","symmetric",1
"2bba51f598bf1087f5e74d21f051df46","housemates","precedent","none",1
"2bba51f598bf1087f5e74d21f051df46","group project","no_interaction","asymmetric",3
"2bba51f598bf1087f5e74d21f051df46","group project","no_interaction","symmetric",4
"2bba51f598bf1087f5e74d21f051df46","group project","no_interaction","none",4
"2bba51f598bf1087f5e74d21f051df46","weekend","no_interaction","asymmetric",4
"2bba51f598bf1087f5e74d21f051df46","weekend","no_interaction","symmetric",4
"2bba51f598bf1087f5e74d21f051df46","weekend","no_interaction","none",5
"2bba51f598bf1087f5e74d21f051df46","restaurant","no_interaction","asymmetric",4
"2bba51f598bf1087f5e74d21f051df46","restaurant","no_interaction","symmetric",4
"2bba51f598bf1087f5e74d21f051df46","restaurant","no_interaction","none",5
"2bba51f598bf1087f5e74d21f051df46","babysitting","precedent","asymmetric",5
"2bba51f598bf1087f5e74d21f051df46","babysitting","precedent","symmetric",3
"2bba51f598bf1087f5e74d21f051df46","babysitting","precedent","none",1
"2bba51f598bf1087f5e74d21f051df46","architects","reciprocity","asymmetric",2
"2bba51f598bf1087f5e74d21f051df46","architects","reciprocity","symmetric",6
"2bba51f598bf1087f5e74d21f051df46","architects","reciprocity","none",1
"c9bfabff0d8fa38070537141b29ff789","feedback","reciprocity","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","feedback","reciprocity","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","feedback","reciprocity","none",2
"c9bfabff0d8fa38070537141b29ff789","weekend","no_interaction","asymmetric",6
"c9bfabff0d8fa38070537141b29ff789","weekend","no_interaction","symmetric",2
"c9bfabff0d8fa38070537141b29ff789","weekend","no_interaction","none",6
"c9bfabff0d8fa38070537141b29ff789","babysitting","reciprocity","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","babysitting","reciprocity","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","babysitting","reciprocity","none",1
"c9bfabff0d8fa38070537141b29ff789","meeting prep","no_interaction","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","meeting prep","no_interaction","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","meeting prep","no_interaction","none",6
"c9bfabff0d8fa38070537141b29ff789","concerts","precedent","asymmetric",5
"c9bfabff0d8fa38070537141b29ff789","concerts","precedent","symmetric",2
"c9bfabff0d8fa38070537141b29ff789","concerts","precedent","none",2
"c9bfabff0d8fa38070537141b29ff789","housemates","precedent","asymmetric",3
"c9bfabff0d8fa38070537141b29ff789","housemates","precedent","symmetric",5
"c9bfabff0d8fa38070537141b29ff789","housemates","precedent","none",2
"c9bfabff0d8fa38070537141b29ff789","fundraising","precedent","asymmetric",5
"c9bfabff0d8fa38070537141b29ff789","fundraising","precedent","symmetric",3
"c9bfabff0d8fa38070537141b29ff789","fundraising","precedent","none",2
"c9bfabff0d8fa38070537141b29ff789","group project","precedent","asymmetric",7
"c9bfabff0d8fa38070537141b29ff789","group project","precedent","symmetric",1
"c9bfabff0d8fa38070537141b29ff789","group project","precedent","none",2
"c9bfabff0d8fa38070537141b29ff789","architects","reciprocity","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","architects","reciprocity","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","architects","reciprocity","none",2
"c9bfabff0d8fa38070537141b29ff789","meeting location","no_interaction","asymmetric",NA
"c9bfabff0d8fa38070537141b29ff789","meeting location","no_interaction","symmetric",6
"c9bfabff0d8fa38070537141b29ff789","meeting location","no_interaction","none",6
"c9bfabff0d8fa38070537141b29ff789","gifts","no_interaction","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","gifts","no_interaction","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","gifts","no_interaction","none",7
"c9bfabff0d8fa38070537141b29ff789","restaurant","no_interaction","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","restaurant","no_interaction","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","restaurant","no_interaction","none",7
"c9bfabff0d8fa38070537141b29ff789","family meals","reciprocity","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","family meals","reciprocity","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","family meals","reciprocity","none",1
"c9bfabff0d8fa38070537141b29ff789","police","reciprocity","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","police","reciprocity","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","police","reciprocity","none",2
"c9bfabff0d8fa38070537141b29ff789","coffee","no_interaction","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","coffee","no_interaction","symmetric",6
"c9bfabff0d8fa38070537141b29ff789","coffee","no_interaction","none",6
"c9bfabff0d8fa38070537141b29ff789","scheduling","precedent","asymmetric",6
"c9bfabff0d8fa38070537141b29ff789","scheduling","precedent","symmetric",2
"c9bfabff0d8fa38070537141b29ff789","scheduling","precedent","none",2
"c9bfabff0d8fa38070537141b29ff789","conversation","reciprocity","asymmetric",1
"c9bfabff0d8fa38070537141b29ff789","conversation","reciprocity","symmetric",7
"c9bfabff0d8fa38070537141b29ff789","conversation","reciprocity","none",1
"c9bfabff0d8fa38070537141b29ff789","groceries","precedent","asymmetric",4
"c9bfabff0d8fa38070537141b29ff789","groceries","precedent","symmetric",4
"c9bfabff0d8fa38070537141b29ff789","groceries","precedent","none",2
"3ce9276d913e6a149812483b81cff182","conversation","no_interaction","asymmetric",2
"3ce9276d913e6a149812483b81cff182","conversation","no_interaction","symmetric",6
"3ce9276d913e6a149812483b81cff182","conversation","no_interaction","none",5
"3ce9276d913e6a149812483b81cff182","housemates","precedent","asymmetric",6
"3ce9276d913e6a149812483b81cff182","housemates","precedent","symmetric",2
"3ce9276d913e6a149812483b81cff182","housemates","precedent","none",2
"3ce9276d913e6a149812483b81cff182","restaurant","reciprocity","asymmetric",1
"3ce9276d913e6a149812483b81cff182","restaurant","reciprocity","symmetric",7
"3ce9276d913e6a149812483b81cff182","restaurant","reciprocity","none",6
"3ce9276d913e6a149812483b81cff182","concerts","precedent","asymmetric",6
"3ce9276d913e6a149812483b81cff182","concerts","precedent","symmetric",2
"3ce9276d913e6a149812483b81cff182","concerts","precedent","none",3
"3ce9276d913e6a149812483b81cff182","police","precedent","asymmetric",3
"3ce9276d913e6a149812483b81cff182","police","precedent","symmetric",5
"3ce9276d913e6a149812483b81cff182","police","precedent","none",5
"3ce9276d913e6a149812483b81cff182","meeting prep","reciprocity","asymmetric",2
"3ce9276d913e6a149812483b81cff182","meeting prep","reciprocity","symmetric",6
"3ce9276d913e6a149812483b81cff182","meeting prep","reciprocity","none",2
"3ce9276d913e6a149812483b81cff182","family meals","precedent","asymmetric",5
"3ce9276d913e6a149812483b81cff182","family meals","precedent","symmetric",2
"3ce9276d913e6a149812483b81cff182","family meals","precedent","none",6
"3ce9276d913e6a149812483b81cff182","architects","precedent","asymmetric",7
"3ce9276d913e6a149812483b81cff182","architects","precedent","symmetric",2
"3ce9276d913e6a149812483b81cff182","architects","precedent","none",6
"3ce9276d913e6a149812483b81cff182","coffee","no_interaction","asymmetric",1
"3ce9276d913e6a149812483b81cff182","coffee","no_interaction","symmetric",7
"3ce9276d913e6a149812483b81cff182","coffee","no_interaction","none",7
"3ce9276d913e6a149812483b81cff182","feedback","reciprocity","asymmetric",3
"3ce9276d913e6a149812483b81cff182","feedback","reciprocity","symmetric",6
"3ce9276d913e6a149812483b81cff182","feedback","reciprocity","none",3
"3ce9276d913e6a149812483b81cff182","fundraising","no_interaction","asymmetric",1
"3ce9276d913e6a149812483b81cff182","fundraising","no_interaction","symmetric",7
"3ce9276d913e6a149812483b81cff182","fundraising","no_interaction","none",6
"3ce9276d913e6a149812483b81cff182","babysitting","no_interaction","asymmetric",1
"3ce9276d913e6a149812483b81cff182","babysitting","no_interaction","symmetric",7
"3ce9276d913e6a149812483b81cff182","babysitting","no_interaction","none",7
"3ce9276d913e6a149812483b81cff182","scheduling","no_interaction","asymmetric",1
"3ce9276d913e6a149812483b81cff182","scheduling","no_interaction","symmetric",6
"3ce9276d913e6a149812483b81cff182","scheduling","no_interaction","none",7
"3ce9276d913e6a149812483b81cff182","weekend","no_interaction","asymmetric",5
"3ce9276d913e6a149812483b81cff182","weekend","no_interaction","symmetric",2
"3ce9276d913e6a149812483b81cff182","weekend","no_interaction","none",3
"3ce9276d913e6a149812483b81cff182","gifts","precedent","asymmetric",1
"3ce9276d913e6a149812483b81cff182","gifts","precedent","symmetric",7
"3ce9276d913e6a149812483b81cff182","gifts","precedent","none",7
"3ce9276d913e6a149812483b81cff182","group project","reciprocity","asymmetric",1
"3ce9276d913e6a149812483b81cff182","group project","reciprocity","symmetric",7
"3ce9276d913e6a149812483b81cff182","group project","reciprocity","none",7
"3ce9276d913e6a149812483b81cff182","groceries","reciprocity","asymmetric",2
"3ce9276d913e6a149812483b81cff182","groceries","reciprocity","symmetric",6
"3ce9276d913e6a149812483b81cff182","groceries","reciprocity","none",6
"3ce9276d913e6a149812483b81cff182","meeting location","reciprocity","asymmetric",2
"3ce9276d913e6a149812483b81cff182","meeting location","reciprocity","symmetric",7
"3ce9276d913e6a149812483b81cff182","meeting location","reciprocity","none",6
"6c31878e71d7d119fafc7c6b87f6db45","family meals","no_interaction","asymmetric",7
"6c31878e71d7d119fafc7c6b87f6db45","family meals","no_interaction","symmetric",1
"6c31878e71d7d119fafc7c6b87f6db45","family meals","no_interaction","none",2
"6c31878e71d7d119fafc7c6b87f6db45","feedback","precedent","asymmetric",6
"6c31878e71d7d119fafc7c6b87f6db45","feedback","precedent","symmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","feedback","precedent","none",2
"6c31878e71d7d119fafc7c6b87f6db45","group project","precedent","asymmetric",7
"6c31878e71d7d119fafc7c6b87f6db45","group project","precedent","symmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","group project","precedent","none",1
"6c31878e71d7d119fafc7c6b87f6db45","meeting prep","reciprocity","asymmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","meeting prep","reciprocity","symmetric",7
"6c31878e71d7d119fafc7c6b87f6db45","meeting prep","reciprocity","none",2
"6c31878e71d7d119fafc7c6b87f6db45","meeting location","precedent","asymmetric",3
"6c31878e71d7d119fafc7c6b87f6db45","meeting location","precedent","symmetric",5
"6c31878e71d7d119fafc7c6b87f6db45","meeting location","precedent","none",2
"6c31878e71d7d119fafc7c6b87f6db45","coffee","no_interaction","asymmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","coffee","no_interaction","symmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","coffee","no_interaction","none",7
"6c31878e71d7d119fafc7c6b87f6db45","police","precedent","asymmetric",6
"6c31878e71d7d119fafc7c6b87f6db45","police","precedent","symmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","police","precedent","none",2
"6c31878e71d7d119fafc7c6b87f6db45","conversation","no_interaction","asymmetric",3
"6c31878e71d7d119fafc7c6b87f6db45","conversation","no_interaction","symmetric",5
"6c31878e71d7d119fafc7c6b87f6db45","conversation","no_interaction","none",2
"6c31878e71d7d119fafc7c6b87f6db45","concerts","precedent","asymmetric",6
"6c31878e71d7d119fafc7c6b87f6db45","concerts","precedent","symmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","concerts","precedent","none",1
"6c31878e71d7d119fafc7c6b87f6db45","weekend","reciprocity","asymmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","weekend","reciprocity","symmetric",6
"6c31878e71d7d119fafc7c6b87f6db45","weekend","reciprocity","none",2
"6c31878e71d7d119fafc7c6b87f6db45","groceries","reciprocity","asymmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","groceries","reciprocity","symmetric",6
"6c31878e71d7d119fafc7c6b87f6db45","groceries","reciprocity","none",2
"6c31878e71d7d119fafc7c6b87f6db45","housemates","no_interaction","asymmetric",1
"6c31878e71d7d119fafc7c6b87f6db45","housemates","no_interaction","symmetric",1
"6c31878e71d7d119fafc7c6b87f6db45","housemates","no_interaction","none",7
"6c31878e71d7d119fafc7c6b87f6db45","gifts","no_interaction","asymmetric",NA
"6c31878e71d7d119fafc7c6b87f6db45","gifts","no_interaction","symmetric",7
"6c31878e71d7d119fafc7c6b87f6db45","gifts","no_interaction","none",1
"6c31878e71d7d119fafc7c6b87f6db45","babysitting","reciprocity","asymmetric",1
"6c31878e71d7d119fafc7c6b87f6db45","babysitting","reciprocity","symmetric",7
"6c31878e71d7d119fafc7c6b87f6db45","babysitting","reciprocity","none",1
"6c31878e71d7d119fafc7c6b87f6db45","scheduling","reciprocity","asymmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","scheduling","reciprocity","symmetric",6
"6c31878e71d7d119fafc7c6b87f6db45","scheduling","reciprocity","none",2
"6c31878e71d7d119fafc7c6b87f6db45","restaurant","reciprocity","asymmetric",3
"6c31878e71d7d119fafc7c6b87f6db45","restaurant","reciprocity","symmetric",5
"6c31878e71d7d119fafc7c6b87f6db45","restaurant","reciprocity","none",2
"6c31878e71d7d119fafc7c6b87f6db45","fundraising","no_interaction","asymmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","fundraising","no_interaction","symmetric",2
"6c31878e71d7d119fafc7c6b87f6db45","fundraising","no_interaction","none",6
"6c31878e71d7d119fafc7c6b87f6db45","architects","precedent","asymmetric",7
"6c31878e71d7d119fafc7c6b87f6db45","architects","precedent","symmetric",1
"6c31878e71d7d119fafc7c6b87f6db45","architects","precedent","none",1
"667e29c125cb666d3759f6d60e0b7de2","police","no_interaction","asymmetric",5
"667e29c125cb666d3759f6d60e0b7de2","police","no_interaction","symmetric",3
"667e29c125cb666d3759f6d60e0b7de2","police","no_interaction","none",3
"667e29c125cb666d3759f6d60e0b7de2","concerts","no_interaction","asymmetric",4
"667e29c125cb666d3759f6d60e0b7de2","concerts","no_interaction","symmetric",4
"667e29c125cb666d3759f6d60e0b7de2","concerts","no_interaction","none",2
"667e29c125cb666d3759f6d60e0b7de2","restaurant","precedent","asymmetric",6
"667e29c125cb666d3759f6d60e0b7de2","restaurant","precedent","symmetric",2
"667e29c125cb666d3759f6d60e0b7de2","restaurant","precedent","none",1
"667e29c125cb666d3759f6d60e0b7de2","coffee","reciprocity","asymmetric",2
"667e29c125cb666d3759f6d60e0b7de2","coffee","reciprocity","symmetric",6
"667e29c125cb666d3759f6d60e0b7de2","coffee","reciprocity","none",1
"667e29c125cb666d3759f6d60e0b7de2","conversation","reciprocity","asymmetric",3
"667e29c125cb666d3759f6d60e0b7de2","conversation","reciprocity","symmetric",5
"667e29c125cb666d3759f6d60e0b7de2","conversation","reciprocity","none",1
"667e29c125cb666d3759f6d60e0b7de2","groceries","precedent","asymmetric",6
"667e29c125cb666d3759f6d60e0b7de2","groceries","precedent","symmetric",2
"667e29c125cb666d3759f6d60e0b7de2","groceries","precedent","none",2
"667e29c125cb666d3759f6d60e0b7de2","meeting prep","precedent","asymmetric",5
"667e29c125cb666d3759f6d60e0b7de2","meeting prep","precedent","symmetric",3
"667e29c125cb666d3759f6d60e0b7de2","meeting prep","precedent","none",4
"667e29c125cb666d3759f6d60e0b7de2","scheduling","reciprocity","asymmetric",3
"667e29c125cb666d3759f6d60e0b7de2","scheduling","reciprocity","symmetric",6
"667e29c125cb666d3759f6d60e0b7de2","scheduling","reciprocity","none",1
"667e29c125cb666d3759f6d60e0b7de2","housemates","no_interaction","asymmetric",2
"667e29c125cb666d3759f6d60e0b7de2","housemates","no_interaction","symmetric",5
"667e29c125cb666d3759f6d60e0b7de2","housemates","no_interaction","none",3
"667e29c125cb666d3759f6d60e0b7de2","feedback","no_interaction","asymmetric",2
"667e29c125cb666d3759f6d60e0b7de2","feedback","no_interaction","symmetric",4
"667e29c125cb666d3759f6d60e0b7de2","feedback","no_interaction","none",5
"667e29c125cb666d3759f6d60e0b7de2","architects","no_interaction","asymmetric",2
"667e29c125cb666d3759f6d60e0b7de2","architects","no_interaction","symmetric",4
"667e29c125cb666d3759f6d60e0b7de2","architects","no_interaction","none",6
